Company,Time,Offer Status,Interview Experience,Interview Difficulty,Application,Interview Description,Interview Questions
Accenture,"Apr 25, 2017",No Offer,Negative Experience,Easy Interview,I applied online. I interviewed at Accenture.,"Terrible process-Recruiter didnt even know I lived on the west coast when it was listed on my resume. Had been scheduling interviewers in ET and when she found out I live on the west coast, unprofessional replied back 'ah....' ......????????-Recruiter took 2 week PTO-Interviewer 1 forgot about interview and said he didnt have internet in the client site (it was a phone interview with no computer necessary). Did not even work at the place I was applying to.-Interviwer 2 forgot about interview as well-Sent email declining position as it was a waste of my time-No phone number to even reach out to the 3. Was thinking of pinging them on linkedin but im not that desperate and unprofessional.",About myself   1 Answer
Accenture,"May 13, 2017",No Offer,Negative Experience,Difficult Interview,I applied through a recruiter. I interviewed at Accenture in April 2017.,"Email From the Recruiter, set up the technical Screen, hours of my time preparing, One hour on the phone with the tech screener, received email from the recruiter the next day indicating how well she was told it went, I called her and then she says, Oh we have no jobs."," This is what I was told to be prepared to answer: Also will be asking about if you have any experience with web services like REST/SOAP etc.Functionality testing.Understanding of Agile based sprint and stories.Checking your knowledge of front and back end full stack capabilities.Basically checking what your skillset is and if you are able to communicate yourknowledge efficiently!After your skills interview we will have a chatabout salary. Nothing can be said until that is done,because that determines what we can offer so I would advisetouching up on your technical knowledge before the call!   1 Answer"
Accenture,"May 17, 2017",Declined Offer,Positive Experience,Average Interview,I applied in-person. I interviewed at Accenture.,You have 3 interviews. The first is based on your resume so really know how to describe each experience on there with detail they will try to get down to the core of it. The other 2 are in the next round. First one is behavioral. Second is a case interview. Make sure to ask questions.,everything   Answer Question
Accenture,"Oct 2, 2017",No Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 1 day. I interviewed at Accenture (College, AK) in September 2017.",The interview process is not very tough. It quite good and simple. The interview held in the group of 4-5 people. There are different panel came who was very friendly and good. Nice procedure,what are the projects u have done in academics?   1 Answer
Accenture,"Sep 30, 2017",Accepted Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at Accenture (Hollywood, FL) in November 2014.","3 step interview after the initial HR contact. Behavioral, Technical, ManagerBehavioral will ask question about different scenarios you had while being on a team project. examples are conflicts with team mates. Or ask you what you did to help the project, something along those lines.for the technical side I was asked question about OOP concepts had to mentally try to figure out a Clock Hands Degree problems.",Why do you want to want to work for Accenture? Describe a time when you had a conflict with a coworker? Calculate the degrees between both Hour hand and Minute when its 3:15   Answer Question
Accenture,"Sep 13, 2017",Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Accenture (Washington, DC) in February 2016.","There was 1 tech interview and 1 HR interview. Pretty basic and easy. As long as you are prepared, there should not be any issue going through the interview process.",Object orientated programming   Answer Question
Accenture,"Nov 5, 2017",Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at Accenture in September 2014.,asked basic questions about my project where we have to stand on a line initially but after that it was easy. First was aptitude test and after that everything was kinda easy for me becaus ei was very good in aptitude,they were asking details about my project which I didnt knew   1 Answer
Accenture,"Nov 25, 2016",No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at Accenture (Birmingham, AL) in January 2013.","Complex hiring process with assessment center, interview, team player tasks. Process took all together about 60 days. Big competition but seems to be a great company to work for. All in all very professional. I can recommend going through this process as it will be very helpful for other hiring processes as well.",What is the benefit you will provide to us?   Answer Question
Accenture,"Nov 10, 2016",Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Accenture (Redwood City, CA) in June 2016.","There were three interviews. The first was an informal conversation with the recruiter to assess wether I should move on to the ""technical interview"". I write technical in quotes, because It was probably the least technical interview I've had and I don't say that in a bad way. I prepared like crazy, but was shocked that we had more of a conversation about past projects and choices I've made in those projects. I would defend or elaborate about what I do different. The third interview was an onsite interview with my manager and who seemed to be trying to get a feel for how I would get along with the rest of the team. We barely discussed code and after a small discussion and tour he made me a verbal offer.",What would you do differently with [angular] app if you were building it now?   1 Answer
Accenture,"Oct 12, 2016",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Accenture (San Diego, CA) in January 2014.","there was a phone interview with general questions about technologies I had worked with and learned about while getting my degree, then there was a skype interview as I was located in TN and the job was in CA. There were multiple people from the team on the skype call which lasted about 30 minutes and was not very technical."," knowledge and experience with technology (asp.net, sql, html, css)   2 Answers"
Accenture,"Sep 30, 2016",Declined Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 3+ weeks. I interviewed at Accenture (Red Bluff, CA) in May 2015.","tiresome process, long interviews, incompetent peopleWas asked to come in early & there were no showsunprofessional peopleWish I had applied elsewhere, may be next time I will go in late",Programming algorithms   Answer Question
Accenture,"Sep 3, 2016",Accepted Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Accenture (Miami, FL) in May 2016.",Phone screen followed by screenshare. The screenshare was nice because I could use my IDE instead of having to type in the web browser. Phone screen was just language specific questions.," Specific to the technologies I was using. It was a Scala based position, so the questions focused around that.   Answer Question"
Accenture,"Feb 9, 2017",No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Accenture (Chicago, IL).",Average questions. Combination of social/technical. First a couple of phone conversations followed by on-site interview with more technical questions. On-site interview asked to be well prepared with your projects ready.,Describe your skills and projects.   1 Answer
Accenture,"Dec 17, 2016",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at Accenture (Arlington, VA) in November 2014.","Applied online, got selected for a phone interview. Recruiter called to have a better understanding of who you are and what you do. Next steps is an in person interview with 2 managers from accenture. One manager asked basic interviewing question and the 2nd manager asked semi technical questions ( SQL, java).",What is normalization and name all normalization forms?   1 Answer
Accenture,"Apr 12, 2017",Accepted Offer,Positive Experience,Average Interview,NAN,It was quite easy. There were 3 rounds out of which two rounds were technical. It was a good try and I got the offer. There was salary negotiation in the third round.,NAN
Accenture,"Feb 18, 2017",Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 4 days. I interviewed at Accenture (Charlottesville, VA) in November 2016.",Very straight forward technical and behavioral interviews. Mostly asked about my interest in the company and my experience with programming. The interviewers were very easy to talk to and offered a lot of information about the company and what they do.,What is object oriented programming?   1 Answer
Accenture,"Mar 2, 2017",Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 1 day. I interviewed at Accenture in March 2013.,"Two interview rounds. First one behavioral second was technical. Asked about oops concepts, that I explained well. Behavioral round was not that tough. He simply asked about the company, why you want to work with company, briefly describe about the company.",what is inheritance.tell me about yourself   1 Answer
Accenture,"Apr 26, 2018",No Offer,Positive Experience,Difficult Interview,I applied online. I interviewed at Accenture in February 2015.,"A phone screen with a recruiter, then a technical interview, then a final interview with the director. All interviews felt relatively easy and were straightforward. Each interviewer was friendly and easy to talk to.During the phone screen, the recruiter asks about your background, interests, skills, what you're looking for, etc. Talk about your experience with front-end frameworks and any production-level experience you have.",What are your greatest Technical skills?   Answer Question
Accenture,"Apr 28, 2018",Accepted Offer,Negative Experience,Easy Interview,NAN,"Aptitude and Face to Face. They will ask to describe yourself, few technical questions related to DB, SQL, behavioral questions, about your previous projects, the interview was not much difficult, HR round - Behavioral questions."," Tell me about yourself , Database questions, Previous project experience   1 Answer"
Accenture,"Sep 5, 2018",Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 1 day. I interviewed at Accenture.,"I got placed through on-campus. So had one technical round of aptitude and then interview.The written was mainly logical and reasoning questions. In the technical interview, they asked about a bit of C language.",How can you contribute to the company?   Answer Question
Accenture,"Oct 23, 2018",Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Accenture (College Park, MD) in October 2018.","There was 3 on-campus interviews at UMD. A behavioral, technical, and confirming. Lots of young greeters but interviewed with senior execs. Technical consisted of a case study with a heavy emphasize on Software Engineering knowledge.",How have your experiences prepared you for a client facing position   Answer Question
Accenture,"Apr 5, 2019",Accepted Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at Accenture (New York, NY).",It was four rounds of interview. Everything was very good. I got selected. It took a lot of time though. Then on joining also it took time. But its worth it.,All technical   Answer Question
Accenture,"Apr 16, 2019",Accepted Offer,Positive Experience,Average Interview,NAN,"Technical Round, Managerial Round, HR Round. Technical Round will be conducted by Senior and experience person in Company. College Campus Interview process is very good and is mostly conducted in college campus.",It varies from Interviewer to Interviewer and also related to technology you have worked on.   Answer Question
Accenture,"Aug 11, 2014",Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 1 day. I interviewed at Accenture in November 2011.,Just a casual interview. I belong to teh top of our class that time and I got the offer 4 months before i graduated. The usual HR questions were asked. No techinical questions yet since i haven't graduated.,No difficult question encountered.   Answer Question
Accenture,"Aug 16, 2014",Accepted Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 3 days. I interviewed at Accenture (Bengaluru (India)) in September 2011.,Hiring and interview process is good but if politics is not involved and have various rounds of interview and if you match the skills required its good. I find contractor based interviews end up very well then applying individuals.,Why you choose IT and why Accenture in IT services.   Answer Question
Accenture,"Sep 14, 2014",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 days. I interviewed at Accenture (Bhubaneswar (India)) in September 2014.,"As a part of day 1 placement companies, Accenture was one of the IT giants that had visited our college campus. It was a two day procedure. The first round included written test, that was held by online examinations, which included the following sections : general aptitude/quant, english and logical reasoning and ability. I qualified this round and was called for an interview. Much to my surprise, it was a HR interview mostly, wherein the HRs hardly asked us technical questions, and even if they asked, they enquired about our industrial training experience and the projects undertaken. It also included a round of extempore where we were given a topic to speak upon for atleast 2 minutes. Everything went well and I was selected!",Prepare extempore topics and have an acumen for daily happenings around you. What I mean is a vast plethora of general knowledge and presentability.   Answer Question
Accenture,"Sep 15, 2014",Declined Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2 days. I interviewed at Accenture (Pune (India)) in September 2014.,"It was a mass recruitment drive at my campus... Over 3500 students from all the branches of engineering and MCA appeared. First there was aptitude test.3 sections:1) Language2)Analytical and Quants3)Logic.55 mins 55 questionsSectional Cutoff of 12-12-9 respectively...660 were selected.Next was Interview.Ex-Tempore was included in the interview.Interview was for 15 mins approx.Ex Tempore topics were decided by the interviewer according to your Resume Specifications.I had 2 microsoft certifications so he asked me about any recent technologies booming in the market...Technical questions were asked.. Very few and from your theory syllabus...Personality mapping questions were asked to judge the relevance of your resume and to check your metal...Be calm and composed... Go through your resume and the last thing to do in the interview is to BLABBER non-sense... If you are pretty good at your lying, make sure your Resume also Lies with you...",Your marks have been on the lower side in the engineering years. What is the reason for this?   Answer Question
Accenture,"Sep 17, 2014",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 days. I interviewed at Accenture (Chennai (India)) in September 2014.,written followed by tech+hr of 5 members at a time1 round:- amcat test(quants+eng+reasoning)2 round:-(2 moderator+5 Students)was a gud experience not that tough nt that easyil say it ws same as ny othr interview process,c and cpp basics   Answer Question
Accenture,"Sep 21, 2014",Accepted Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at Accenture (Bengaluru (India)) in September 2010.,"HR and Tech Round after the written test, it took a day for me but can be more or less depending upon the amount of people appearing on that particular day.",What do you see about accenture in the future ?   1 Answer
Accenture,"Sep 19, 2014",Declined Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at Accenture in September 2014.,"Campus recriutment, Had a Aptitude test and Interview.General HR interview with all expected questions and some basics in C language were asked. The panel is of two members.Some of the questions areWhy Should I Hire You?Tell me about yourself?Sample programme for sorting 2 numbers in C",Explain A Complex Database To an illeterate fellow. they have asked To give directions from one location to another   1 Answer
Accenture,"Oct 7, 2014",Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took a week. I interviewed at Accenture (Manila, Manila (Philippines)).",Submitted my application through our campus job fair. Received a call after one month for a scheduled written exam. Passed the exam. Got interviewed on the same day. Received a call the following day re job offer.,NAN
Accenture,"Oct 2, 2014",No Offer,Positive Experience,Difficult Interview,I applied through a staffing agency. The process took 2 days. I interviewed at Accenture (Kochi (India)) in September 2014.,"Aptitude test + interview ...aptitude test: it was conducted at 11 am. results announced later in the evening, and also via mail for the selected candidates. interview was scheduled on the next day morning. lot of forms were filled.interview: a single interview but consist both HR + tech. but no tech questions. 5 candidates per interviewer ...",What you know about accenture other than from internet.?   Answer Question
Accenture,"Oct 1, 2014",Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2 days. I interviewed at Accenture in September 2014.,"two rounds1st round -aptitude(logical,verbal and quantitative)2nd round -group interview(we are asked to enter in a group of 5 were there were two interview panelllists unlike GD,the panel members will give time for all the batch members to talk,and you should talk only by that time)",how do you see yourself from five years of time?   Answer Question
Accenture,"Nov 30, 2014",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Accenture (Chennai (India)) in September 2012.,Campus placement - In which they test your aptitude skills and which is modest to clear. Later yo go through two different HR and Technical interviews which test your inter personnel skills and your adaptability," Are you ready to learn other languages , which your are not comfortable with   Answer Question"
Accenture,"Nov 30, 2014",Accepted Offer,NAN,NAN,NAN,Good process. Not so good protocol. many people were waiting for so long time. Student interview process were mis managed. Though i was able to complete in time. Interviewer was very cordial and HR was warm . Had both stages.,From RDBMS as i was from CSE background.   Answer Question
Accenture,"Nov 26, 2014",No Offer,Negative Experience,Difficult Interview,"I applied through college or university. The process took 2 days. I interviewed at Accenture (Mohali, Punjab (India)) in August 2014.",WRITTEN TEST THEN FACE TO FACE INTERVIEW.They took test through AMCAT adaptive test and then they call candidates for the interview next day.Interview was very easy for most of the students but for some people its was bit tough questions,PROGRAM TO WRITE DOUBLY LINKED LIST   Answer Question
Accenture,"Nov 23, 2014",Accepted Offer,Negative Experience,Difficult Interview,NAN,"GD AND THEN INTERVIEW OF 2 ROUNDS, basically they are looking throufh your internship experience so be clear of what you have done and tell me about yourself is the most important question",Your technical experience in taking the final year project   Answer Question
