Company,Time,Offer Status,Interview Experience,Interview Difficulty,Application,Interview Description,Interview Questions
Square,"Feb 6, 2014",Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at Square (San Francisco, CA) in January 2013.","I did a series of Skype screen calls remotely, and then was brought onsite for a full day of interviews. The process was fun, based on the fact that you can write code on an actual computer, and run it. At the end of the day I got the chance to have a more informal conversation with one of the managers and learn more about the company and possible roles. I received an offer a few days later.",I signed an NDA.   1 Answer
Square,"Nov 19, 2013",No Offer,NAN,NAN,I applied through college or university. I interviewed at Square.,I had an oncampus interview where I had to pair program with an engineer. I had to design a LRU cache that had no constraints on time complexity. I implemented a class that worked perfectly but got a rejection 3 days after.,LRU cache problem that supports get and set operations.   Answer Question
Square,"Mar 2, 2012",No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at Square (San Francisco, CA) in February 2012.",The first call with the HR rep was very simple and short. The rep seemed to be disctracted and didn't really care about my background or who I was. I was instantly shot on to the next phase of interviewing with a engr who asked me technical questions off of a form. The engr was very cold and had no interest in the candidate and didn't even ask about my experience or background. The whole process was poorly organized and impersonal.,Describe a OO design for a deck of cards   Answer Question
Square,"May 16, 2012",Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 1+ week. I interviewed at Square (San Francisco, CA) in May 2012.","My first contact was with a recruiter, who was a bit disorganized - he missed our first phone call due to meeting schedules, a sign of how busy things are at Square. After some chitchat, he scheduled a Skype interview with an engineer.The Skype interview was fun, actually. Square has an Evernote-like online wordpad, on which the interviewer and I wrote code. The task was to implement a function from the C standard library, going through several iterations. The interviewer was also a bit disorganized, but was thoroughly pleasant and engaged throughout the hour-long process.The interview went well, and within a few hours the recruiter contacted me to set up an in-person battery of interviews for the next week.The in-person interviews took place at the main office in San Francisco, which is thoroughly modern and attractive. A series of 6 different interviews ensued, with a roughly equal mix of 'discussion' (read: whiteboarding) interviews with pairs of Square employees and pair-programming with single interviewers. The discussions ranged from in-depth discussions of system architecture to sketching out solutions to given problems. There was a pleasant lack of 'academic' challenges in the discussion phases.The pair programming exercises ranged from academic to practical, but the experience was good. The engineers were pleasant, and I never felt pressured or judged (despite the fact that an interview is, by definition, an exercise in judgement).After the formal interviews, I was told immediately that an offer would be made. I was introduced to some engineers and had dinner with one. A formal offer was made the following morning.On the whole, the hiring process was an odd combination of relaxed and rapid. I liked everyone that I met, had interesting discussions and challenges, and the whole process took 12 days - a record in my experience."," Given an architecture, describe possible approaches to minimizing latency and downtime.   Answer Question"
Square,"May 9, 2012",No Offer,Neutral Experience,Difficult Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Square (San Francisco, CA) in April 2012.","Interview process involved a phone screen, then a day of 1:1 skills tests with 5 different people. Skills tests were mixture of whiteboards, and pair programming. Pair programming tests had a fair level of difficulty. Nothing too hard, but under pressure (and not being used to the process) I found it hard to think relax and code effectively.",Implement a queue from scratch in your a language of your choice (obviously can't use a built in one).   Answer Question
Square,"Apr 8, 2013",Accepted Offer,Positive Experience,Difficult Interview,I applied through an employee referral. The process took 4 weeks. I interviewed at Square.,"Most intense interviewing process of all the companies I talked to! I did two 1-on-1 pair programming interviews, each lasting 1 hour. Each time, they let me know about next steps either that day or early the next day.For the full day on-site, I did 4 one-hour pair programming sessions, lunch included, and a couple other interviews. By the end of the day I was exhausted! While definitely the most difficult series of interviews, it was overall a positive experience knowing how seriously they take hiring."," Pair programming interviews covered walking trees/graphs, algorithms, and some UI   Answer Question"
Square,"Jun 3, 2012",No Offer,Positive Experience,Difficult Interview,"The process took 4+ weeks. I interviewed at Square (San Francisco, CA) in May 2012.","I was contacted directly by one of the Square recruiters. After solving the initial coding test, a phone screen and phone interviews followed. After three interviews, I was flown on a short notice to the company HQ and interviewed onsite in a combination of pair programming exercises, semi-academic whiteboards, and meals with the employees. Generally I had a very positive experience. The questions were interesting and rather skill- and thinking-testing than testing how much of ""Introdiction to Algorithms"" you have crammed in college. The recruiter remained in touch even after (unfortunately a generic Jobvite one) ""deciding to pursue other candidates"", so I might revise this option in a while.",Questions pertaining directly to your development platform and frameworks of choice.   Answer Question
Square,"Mar 17, 2015",No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at Square (San Francisco, CA) in January 2015.","I was first sent a HackerRank challenge (one hour timed); all it wanted was to simulate a game (rules were explained) by reading inputs and determining who won, who lost, or if there was a tie. Passed 4/6 test cases.The next two interviews were pair programming on coderpad and Skype. Both were one hour long, and the interviewers were interested in not just solving the problem, but in having you talk the whole time. I have the feeling they gave major bonus points for using object-oriented principles in your solution (they always started typing when I used inner classes), and they let you choose your language.I was only asked about run-time once.The final interview was on-site in San Francisco, they covered all transportation/food costs. I came in with a group of six or seven other potential interns, and the first hour or two was a tour, history of Square, and lunch. Then they led us to a set of open desks where we had our last two technical interviews back-to-back (each one hour long -- I spaced out on the last one, that disqualified me).After that we had coffee, a sit-down chat with some engineers, and then a send-off with swag. Overall, it's been my favorite interviewing experience (no whiteboards at all, just coding and chatting)."," Imagine you have an x-y grid of floats. Define a method to drop a parameter block of a certain height and length (also floats) beginning at any x coordinate. Subsequent blocks dropped will fall on top of any previous blocks, 'stacking' their height. Define another method to return the height at any requested x location. There was a third method, but I didn't have time to do it.   1 Answer"
Square,"Feb 25, 2015",No Offer,Positive Experience,Difficult Interview,I applied through college or university. I interviewed at Square.,"sign up through university online and then get called in for an on site interview. before the on site interview, had to do a test online to code for certain functions. 1 hour long test of pure coding knowledge. can be coded in any language. then went to the on site interview. 2 hours long coding session",How to code a program that gives you the day of the week given a date   Answer Question
Square,"Mar 5, 2015",Accepted Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at Square (San Francisco, CA).","First, I applied online and then talked to a recruiter at a career fair. Next, I was led through an online coding challenge which led to two Skype interviews with current Square engineers. These Skype interviews were done through a shared coding environment and were expected to run by the end of the 45 minute/1 hour interview which was a bit daunting at first, but definitely doable. Next, I went into the headquarters in SF for two in person pair-programming interviews which were difficult and were also expected to run by the end of the interview. Overall, it was a very different interview process, but I really enjoyed it",NAN
Square,"Dec 14, 2014",Accepted Offer,NAN,NAN,NAN,Started with a phone screen in which an engineer asked the typical questions. Spent a day on-site working on pair coding problems and some design questions. Most of the people were fairly friendly and I liked the pair coding format. They let you use whatever language you are most comfortable programming in.," In the interest of professionalism and confidentiality, I refuse to provide hints as to what they ask in their interviews. One thing that I would mention is that the interview was difficult, and included somewhat typical CS-related questions. Some of the questions were somewhat pointless and would be poor predictors of success at the company. Being completely devoted to Ruby on Rails is probably a better predictor of success at Square.   Answer Question"
Square,"Sep 28, 2015",No Offer,Neutral Experience,Average Interview,I applied online. The process took 6 days. I interviewed at Square in September 2015.,"Starts off with a coding challenge online through hackerrank. you have 2 hours for 2 problems. The problems, in hind site, were not very difficult but with no external help (Google) really allowed the little things that you don't remember off of the top of your head can trip you up.",Find minimum number of steps to perform series of tasks on a grid.   Answer Question
Square,"Oct 18, 2015",No Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 4 days. I interviewed at Square (Houston, TX) in October 2015.","The recruiter contact me because my resume in the conference database. Then we booked the time slot, it is 1 question with 2 follow up in one hour. You also need to introduce your project in your resume. It is a pairing programming, one to one. My interviewer is very nice and smart to find the bug in my code.",it is about 2D Matrix   Answer Question
Square,"Oct 7, 2015",No Offer,Positive Experience,Difficult Interview,"I applied through college or university. The process took 3 days. I interviewed at Square (Seattle, WA) in February 2015.","Met engineers at career fair, were great fun to talk to and listen to their vision for the company. After that, gave resume to recruiter who promised to be in contact. Received coding challenge from recruiter shortly thereafter, and then got an email a month later saying that they had decided to move forward with other candidates.",A complicated shortest path algorithm implementation.   Answer Question
Square,"Jul 21, 2015",No Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took a week. I interviewed at Square in July 2015.,Was very nervous at first about what I would be asked seeing as I hadn't interviewed in the past 3 years. I applied through a recruiter that then helped me schedule a Skype call with an engineer at square. I was afraid of the question I would be asked because I have read that the interview was very difficult. When presented with the question I was surprised because I was capable of solving it. There was a 45 min time limit and you were allotted 15 min at the end for questions. I was capable of solving the question but I took too long doing so and for this reason I failed. By the way I am a decent programmer and I think the question asked was very fair. Just make sure you do many practice problems so that you are quick on your toes when coding the solution.,The question was very fair.   Answer Question
Square,"May 12, 2016",No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Square (San Francisco, CA) in April 2016.",I was applying for a software engineer position.I had the initial call with the Recruiter to set up timelines and establish what I wanted to work on.I had two technical phone screens and an in person interview.Overall the process was seamless and well adjusted. They had a solid lunch during the in person interview and a great pairing station to work and actually code on during the last interview. The phone screens were technically challenging without being boring.,General technical questions   Answer Question
Square,"May 14, 2016",No Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. The process took 4+ weeks. I interviewed at Square (New York, NY) in January 2016.","One phone screen with a recruiter, followed by multiple phone screens with engineers, two involving coding challenges, followed by one in-person interview with multiple people in-office.The entire experience was very professional, and often enjoyable. The engineers and recruiters were personable, and extremely helpful. Their method of doing code reviews via a shared IDE was refreshing as it allowed it to feel more like a pair programming challenge rather than a test."," Standard programming interview-type problems. To their credit, they were all unique, and had been chosen by the person giving the interview meaning they were interesting problems that the interviewer found to be good measures of ability. I was impressed by how rigorous the testing was-they certainly don't skip steps in determining the quality of their potential engineers.   Answer Question"
Square,"Jul 17, 2016",No Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took a week. I interviewed at Square (San Francisco, CA) in March 2016.","I was contacted by an internal recruiter via Linkedin, and we setup a call. During the call, she talked about their products and different verticals. She did a great job in getting me interested in Square.A few days later, I had the phone screen. The engineer that did the phone screen was extremely nice, and super helpful. Unfortunately, this was my first phone screen in my job search process, so I was very rusty, and did not pass.",Question was about URL matching (regex).   Answer Question
Square,"Jul 15, 2016",Declined Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Square (San Francisco, CA).","Starts out with a phone screen from the recruiter then they schedule you for a technical phone screen in which you do a coding exercise with one of their engineers. After the phone interview, you'll go onsite for an all day interview which consists of pair programming on coding exercises and some Q&A interview sessions. Most of the questions seemed relevant and all the problems were reasonable to work through in the time given. Everyone seemed nice and acted professionally. The entire process was went pretty smoothly so overall it seems like they are pretty well organized.",Generate all combinations of M given N different items then find the all the valid pairs in a subset of the generated set.   1 Answer
Square,"Mar 31, 2016",No Offer,Neutral Experience,Average Interview,I applied through a recruiter. I interviewed at Square.,"3 personal interview + 2 design interview + 1 manager interview. I have a feeling that they are not really hiring but rather do interview training.Coding part is fun, but the ppl who asks for design question seems not able to ask reasonable question. They simply don't care. It is a little annoying that company like square are having fake job interviews. The interview might be another way of square engineer to learn from other company and also show others they are actually growing and hiring.",NDA   Answer Question
Square,"Mar 30, 2016",No Offer,Positive Experience,Average Interview,I applied online. The process took 6 weeks. I interviewed at Square in February 2016.,"Had two phone screens, the first went poorly, the second went well enough to get an on-site.On-site was nice, two interviews and lunch before a wrap-up with HR.I thought the on-site went well as I had running solutions for both interviews ( which they expect ) but I didn't get an offer.The whole process was quite streamlined overall although I'm disappointed i didn't get an offer or feedback."," They don't ask standard leetcode questions for the on-site, it's better to prepare for OOP.   Answer Question"
Square,"Mar 28, 2016",No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 3 weeks. I interviewed at Square (San Francisco, CA) in February 2016.","Overall Square's interview process was fairly standard. They try to improve upon the process, and in some ways they do, but overall it falls short of what they're trying to do. For the most part it comes down to luck (who you get to interview you) and memorization. With 3 coding interviews and 2 technical discussion (and a talk with the manager) this is a test of endurance.Process: The interview process is ""pair programming"". The issue is they leave it up to the interviewer to determine how to implement that. Out of the four programming exercises I had I would say only one was true pair programming. The other mostly sat there taking notes and semi engaged (or slightly bored?). So expect more of a whiteboard session with an IDE and Google. After the coding you'll have open ended discussion with people on various teams. This isn't tough but after 3 hours of coding with 3 separate people it can be tough to be engaged.Questions: Despite what I read here most of my questions were variants of pretty standard interview questions. Design this, manipulate that, find this, etc, etc. Nothing was too difficult but they're not things you do in the real world and not something I can solve and implement while still entertaining the interviewer in the hour given. So memorize basic implementations of standard problems so you can spend your mental energy engaging the interviewer with your coding presentation.I would say my experience was fairly negative but I'll give props to a slightly better interview experience than other companies. I didn't get a confirmation of my onsite until the night before (but had been in contact with the recruiter so I knew things were still on). Out of the four coding interviewers I worked with one was fantastic, two were fine (took notes, not much feedback or engagement), and one was probably among my top worst interviewers. The interview is a full day which is pretty exhausting and works against most people (also makes it hard for people who already have a job)."," Not going into detail but they were variations of standard OOP, String, and mathematical questions.   Answer Question"
Square,"Mar 25, 2016",No Offer,Neutral Experience,Difficult Interview,"I applied through a recruiter. The process took 1 day. I interviewed at Square (San Francisco, CA) in March 2016.","The phone interview was one of the most intense ones I have come across till date. I had to think of the data structure, implement the data structure and then using the data structure implement an online crossword puzzle solver. I fell a little short of time but the interviewer was very cooperative and was working along with me to give useful pointers.",Implement an online crossword puzzle solver.   Answer Question
Square,"Mar 11, 2016",No Offer,Neutral Experience,Difficult Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at Square (Pittsburgh, PA) in January 2016.","Phone interview 45 mins, asked 1-2 technical algorithm questions and let you choose your preferred language. And asked your thinking process during the programming period. They asked you to implement a bunch of words by scanning the prefixes. Such as Simple, single, solution. And you should print out by sin sun so for the output!",Find unique prefix   1 Answer
Square,"Mar 7, 2016",No Offer,Positive Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at Square in March 2016.,"Applied online, got a call the next day. Scheduled for a Skype interview. Interviewer was very patient and helped when I got stuck. Didn't hear back from them and wasn't expecting to since I didn't write the most optimal code.",Question related to n-ary trees   1 Answer
Square,"May 10, 2016",No Offer,Positive Experience,Difficult Interview,I applied through an employee referral. The process took 1 day. I interviewed at Square in October 2015.,"It was a ""Pair Programming Skype Interview"", but it's pretty much a phone interview. The interviewer was very nice and willing to help me. He explained thoroughly what projects he was working on at Square, and patiently answered all my questions."," Clients come in with different priority levels. There are clients with the same priority levels, and a client can leave at anytime. Design a data structure that always returns the client with the highest priority value. Give the complexity of each of the methods.   1 Answer"
Square,"Apr 22, 2016",No Offer,Negative Experience,Difficult Interview,I applied through a recruiter. I interviewed at Square in April 2016.,"Probably one of the worst recruitment teams I have encountered. I was approached on LinkedIn by a recruiter. Had a small chat with him and was scheduled for a Skype ""pair programming"" interview.in the Skype call, The interviewer posed a question which was not extremely hard, but also not trivial (edge cases to consider). I came up with a correct approach and coded it. I missed some of the edge cases but debugged it and eventually had a working and running solution. The interview ended on time. After the interview, I did not hear back from the recruiter. I pinged him, but he still did not respond. After more days I pinged another recruiter and she forwarded my email to the original recruiter, who ""gracefully"" replied. Needless to mention it was a rejection. I immediately followed up with the recruiter asking to hear what went wrong, but never heard back from him again. He just simply stopped replying.1. Don't buy into their mumbo jumbo ""pair programming"" interview. Their interview process is as binary as it can get. Solve the question promptly and correctly or you're out!2. Unprofessionalism is an understatement to describe these people. I will certainly avoid applying to this company in the future again.",You receive as input a set of people. You need to output a random and uniform list of pairs of these people for giving gifts to each other. E.g. the first person in the pair gives a gift to the second person in the pair. Make sure that everyone gets a gift and it is not allowed for a giver of a gift to receive a gift from the recipient of his gift.   Answer Question
Square,"Apr 21, 2016",Declined Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. I interviewed at Square (San Francisco, CA).","I interviewed at a lot of great tech companies, but my experience with Square was by far my favorite. Starting from the interviews themselves, the interviewers were all extremely welcoming and kind. The questions they asked were a lot more practical and fun than at other companies. At the end of my onsite, I felt like I had spent the day solving interesting problems and learning very smart people! It was such a change from the usual stressful and tiring interview process.After my onsite, my recruiter went above and beyond to help me with my decision. I could tell that she genuinely cared about me making the right decision for myself, and she was very supportive even when I told her I was leaning towards another company.Even though I decided to accept a different offer for personal reasons, I am so grateful for the wonderful experience I had with Square! I would encourage anyone to apply!",There was one graph traversal problem that was fun. I don't think I should go into specifics though.   Answer Question
Square,"Oct 20, 2015",No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at Square in October 2015.,"Applied online at my university's career system. Shortly after, I was contacted by a recruiter to schedule a technical interview. First technical skype interview was done through coderpad.io, question was about permutations / combinations. Four days after this interview, I was contacted again by the recruiter to schedule a second technical interview. Second interviewer was very nice, solved the entire problem that had to do with string manipulation. Contacted a day after by the recruiter saying I did not make it past this round. I don't know why because I thought I did well on the second interview. Oh well",Permutations/ Strings   Answer Question
Square,"Oct 20, 2015",No Offer,Positive Experience,Average Interview,"I applied through a recruiter. I interviewed at Square (San Francisco, CA).",I honestly liked it a lot. I applied for new grad software engineer. I got to second round but got rejected. The interviewers smile a lot and make u feel comfortable but that may be misleading. You should really practice simple data structure and stirng manipulation questions but the most important thing is practicing saying your thought process out loud because they do pair programming.," Alphabet soup and having to find words within it, in a 2D array format. So when a new line appears or when there were spaces between words. Think of edge cases.   1 Answer"
Square,"Oct 19, 2015",No Offer,Neutral Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Square (San Francisco, CA).",Applied for Android position. Initial phone screen with internal recruiter followed by an in-person tech interview with a fairly new engineer to the team and a pair programming exercise to find and fix a bug in second interviewing engineer's Android Java code.,Find the bug in this program and fix the error   Answer Question
Square,"Oct 19, 2015",No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 1+ week. I interviewed at Square (Raleigh, NC) in September 2015.","Applied online, was contacted by the recruiter and had a pair programming interview set up. The interviewer called on Skype and was asked to code on Coderpad.io. Interviewer was not very friendly.",General coding question - medium difficulty   Answer Question
Square,"Nov 16, 2015",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Square (San Francisco, CA) in November 2015.",The interviews were for the most part straightforward. Two phone interviews with pair programming. Then an on site interview with 2 more pair programming interviews. The on site interviews were the same difficultly as the phone interviews.,Asked to implement simple problems. They seemed more concerned about the thought process and code cleanliness than perfect solutions   Answer Question
Square,"Dec 1, 2015",Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Square in October 2015.,"2 technical phone screens, followed by an onsite with 2 pair-programming style interviews. The interviewers were quite nice, but I also didn't have too much trouble with the questions. I produced working code for all but one out of the 4, but wasn't expected to produce working code for the last one. My recruiter was very responsive and the process went very smoothly.",Implement an LRU cache.   Answer Question
Square,"Dec 12, 2015",No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Square (Houston, TX) in October 2015.","I was applying the software engineer intern position. This was the first technical interview. 45 minutes. First is about project for 10 minutes. Then is the technical question about prime number. Algorithm is given, I only need to implement it. So it is easy. The followup is about the performance. At last is about questions that I can ask. I learned that in Square the interns are integrated in real group and work with them. It was pleasant interview."," Find the prime numbers smaller than N. The Sieve of Eratosthenes algorithm is given to implement. First start with first prime 2. For each identified prime umber, mark all multiples of the prime as composite. Increment the index and check to see whether the number has been marked as composite. If not marked it is a prime. If marked it is skipped. The followup question is about how to improve the performance.   Answer Question"
Square,"Feb 18, 2016",No Offer,Negative Experience,Average Interview,"I applied online. The process took 5+ weeks. I interviewed at Square (Atlanta, GA) in November 2015.","After my initial contact with the recruiter, I didn't hear from him again from him until 27 days later. Then I was scheduled for a technical interview over Skype. The technical interview was a disaster. My interviewer was pretty rude, talked almost the entire duration of the interview, didn't really give me a chance to solve the problem, and then ended the interview about 25 minutes early. The entire process from beginning to end was cumbersome and really disappointing."," In the X/Y plane, create a function that stacks blocks on top of each other like they do in Tetris.   Answer Question"
Square,"Feb 12, 2016",No Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at Square (San Francisco, CA) in February 2016.","Square does a really good job on the process. E-mails are promptly replied and recruiters are very friendly. Two initial phone interviews with developers were set up very quickly. They were very friendly and we got the problems solved in time and efficiently. After that I was invited to the SF office for the on-site. 3 pairing interviews with coding and other interviews focus on more on other aspects of the company and the candidate. Most interviewers were very friendly and professional.However, here ends the good story. A coding interviewer let me know that he is having a bad morning. The coding problem itself was not very complicated, but I could feel he is not particularly enjoying to interview. I felt as if I am responsible for his bad mood. He was constantly looking at his watch and counting the minutes instead of actually discussing with me the problem and the approach chosen. He seem to have no interest whatsoever interviewing or assessing the candidate.Another thing I was very concerned about was the actual ""pair programming"". I could tell they use it for interviewing purposes. Once hired you seem to rarely pair with someone. Thus the interview is more described as ""code while someone is watching over your shoulders and making notes on every mistype you make"". I guess ""pair programming"" sounded better than ""technical interview"". But in this case there is no difference.My final thoughts and advice: If someone is 'sharing' his unstable mood with you on the interview, there is definitely something wrong. This was a very BIG WARNING SIGNAL for me. I personally think Square is still a good company, but maybe they should focus stronger on people they choose for the interviews than replying feedbacks on glassdoor.",simple algorithmic questions. (nda)   1 Answer
Square,"Jan 29, 2016",No Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at Square (San Francisco, CA) in January 2016.",Quick and simple interview process. No pointless recruiter calls. 2 rounds of 1 hour phone interviews. Then 2 back to back 1 hour onsite interviews with lunch and a tour. Quick rejection and expense reimbursement emails after onsite.," They expect running code. For the onsite, be ready to code on a Mac and learn the default hotkeys for your preferred IDE or figure out how to import your hotkeys quickly.There aren't many leetcode/CTCI questions. They ask about real world applications of data structures.   Answer Question"
