Company,Time,Offer Status,Interview Experience,Interview Difficulty,Application,Interview Description,Interview Questions
HCL,"Jul 11, 2016",Declined Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 4 days. I interviewed at HCL (Fort Kochi (India)) in March 2014.,Easy    Step 1: Identify Vacancy and Evaluate Need    Step 2: Develop Position Description    Step 3: Develop Recruitment Plan    Step 4: Select Search Committee    Step 5: Post Position and Implement Recruitment Plan    Step 6: Review Applicants and Develop Short List    Step 7: Conduct Interviews    Step 8: Select Hire Understand and take into consideration strategic goals for the University and/or department. Are there any upcoming changes that may impact this role?    Conduct a quick analysis of UC Core Competencies. Are there any gaps? What core skills are missing from the department? Evaluate the core skills required now and those which may be needed in the future.    Conduct a Job Analysis if this position will be new to your department. This will also help to identify gaps.,Write C program code for bubble sort   1 Answer
HCL,"Mar 20, 2016",Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 days. I interviewed at HCL (Tirupati (India)) in August 2014.,Applied for AMCAT exam through Web links.I attended exam there and I cleared written test and asked for interview for one to one discussion.then after one to one discussion they asked to come for HR discussion.then results will be out by 2 days,1.Tell me about yourself?2.Explain about your Project?3.Do you have any girl friends?   Answer Question
HCL,"May 7, 2016",Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at HCL in May 2016.,Interview process took a day longThere were 200 more candidates.. All were asked for face to face interview and later there was a online test..Test was very difficult.. There was a technical round..very tough. Only 5 got selected,tell me something about Java and oops   Answer Question
HCL,"Apr 12, 2016",No Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 3 days. I interviewed at HCL (Chennai (India)) in May 2015.,It had five rounds.First there was a grammar round which is very easy provided your english grammar skills are good and which was followed by a group discussion round where you got to talk about something which your like for eg. your favorite sports this round is intended to test your communication and presentation skills. Those who got selected in group discussion got to attend the technical review followed by the general interview.Those who cleared both had to attend a AMCAT aptitude test.,In the technical round they mostly asked about c programming and general stuff.whereas in general interview seemed just like a formality not many questions were there it was easy. the only tough part in the entire process was the AMCAT test which is aptitude based test.   Answer Question
HCL,"Jan 16, 2016",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (Chennai (India)) in August 2012.,"campus recruitment ,interview was 1 day long started with aptitude followed by face 2 face for 2 rounds first face 2 face was more on programming whereas second was more on HR and complexity.they told the package before hand and agreement of 18 month",best sorting algorithm and why ?programs on Fibonacci series ?benefit of linked list over Array?few more programs didnt remember exactly   Answer Question
HCL,"Jan 27, 2016",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 days. I interviewed at HCL (Chennai (India)) in December 2012.,"I attended a campus interview in my college where they screened the candidates with a aptitude test and programming questions. Later I was selected to the technical round where the questions were focussed on data structures, oops concept and some behavorial questions",explain about the software development life cycle with example   1 Answer
HCL,"Aug 30, 2017",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at HCL (New Delhi (India)) in February 2015.,"1. written aptitude test having quant,reasoning,english. 2. Project flow and your rolls in that. Basic Java Questions like oops and collections. 3. Adv level java questions but not much though then sql queries and basic questions from project by putting scenarios. 4. Basic HR discussion."," Project,Rolls and responsibilities,Difificulties while handing projects.   1 Answer"
HCL,"Jul 8, 2017",Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at HCL (Chennai (India)) in April 2014.,Aptitude Test followed by Brief Introduction and fully technical based interview for the selected candidates and then took two months for Date of Joining.Overall interview was a good experience and I would rate the difficulty level to be average," Java Programs [Palindrome ]SQL[Joins,Triggers]   Answer Question"
HCL,"May 5, 2017",No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at HCL in February 2014.,Give an example where pass by value gives an error and pass by reference rectifies the statement.Is it compulsion for abstract class to have abstract method?What does SQL stand for? Give some advantages of SQL.Difference between primary and secondary key.Where can one use dataset.clone()?,Where can one use dataset.clone()?   Answer Question
HCL,"May 18, 2017",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at HCL (Bengaluru (India)) in June 2014.,"I had given amcat exam and through which I got shortlisted for the interview.The process took 2 days and after 1 month received my offer letter.They asked many questions based on c,sql,java.I answered very well all the questions asked by them"," They asked many questions based on c,sql,java   1 Answer"
HCL,"Jun 6, 2017",Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. I interviewed at HCL (Chennai (India)) in February 2013.,"round one round two round three cleared very easy i love interview with HCL,offer letter was quick and hassle free. i love going back to HCL again, People will find easy with HCL interviews, Ask me for tips.. HR was polite and good.. nice experience.. HCL rocks.. thank you HCL...",Basic java questions   Answer Question
HCL,"May 24, 2017",Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 2 weeks. I interviewed at HCL (Bengaluru (India)) in June 2013.,"1st round - Online test ( Aptitude,Logical reasoning, Verbal & some questions from Linux and Networking)2nd round- Group Discussion3rd round - Again GD (Held at the company)Futhur more rounds like Technical and Face to Face rounds1st round - Online test ( Aptitude,Logical reasoning, Verbal & some questions from Linux and Networking)2nd round- Group Discussion3rd round - Again GD (Held at the company)Futhur more rounds like Technical and Face to Face rounds1st round - Online test ( Aptitude,Logical reasoning, Verbal & some questions from Linux and Networking)2nd round- Group Discussion3rd round - Again GD (Held at the company)Futhur more rounds like Technical and Face to Face roundsetc"," Group Discussion topics were like Demonitization, Women are better Multitaskers, etc   1 Answer"
HCL,"Oct 4, 2017",No Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (Noida (India)) in September 2017.,"it was not a long and tiring process. Asked questions from the test paper that we had attempted and then asked further questions regarding the same topics which include basic of c , c++ and from the projects that were mentioned on resume",how many projects till yet?   Answer Question
HCL,"Oct 16, 2017",No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (Mandya (India)) in February 2017.,"they conducted 4 rounds ie aptitude,coding,technical and managerial and then HR round ....if you clear coding round then 90% chance that you get selected .to my bad luck i got rejected at hr round",about my project   Answer Question
HCL,"Sep 26, 2017",Accepted Offer,Neutral Experience,Easy Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (Bengaluru (India)).,"It was a campus recruitment and based on the academic performance and resume, there were several teams formed by the recruiters.My team was only asked one question. We had to pick one person in the room, someone we know, and tell 3 negative qualities about them. Based on how professionally we answered and how well we communicated, the decision was made.",Tell me about yourself.   Answer Question
HCL,"Sep 23, 2017",Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at HCL (Chennai (India)) in April 2014.,"first one was written test on c . it was conducted for an hour. then was technical discussion . the panel contained two members. questions asked on project, c concepts. Final round was hr discussion.",c memory map   1 Answer
HCL,"Sep 9, 2017",No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at HCL (Bengaluru (India)) in August 2017.,"The whole interview process was chilled out,First there was a written test and then GD and then HRwe were given a topic on GST during our GD round which went smooth ...During HR round i was asked about myself,where do you see yourself in 5 yrs etc etc..."," questions were taken out from CV ...my cv focused more on subjects like DBMS,CN,JAVAProject Explanation etc...   Answer Question"
HCL,"Sep 14, 2017",Accepted Offer,Neutral Experience,Difficult Interview,I applied through a staffing agency. I interviewed at HCL (Bengaluru (India)) in February 2013.,The process took 2 Weeks. I interviewed at HCL Technologies (Bangalore) in February 2012. Best interview process .It consist of 3 rounds 2 Technical + 1 HR round," InterviewI had 2 technical interview rounds. I was validated in Asp.net multi threading,concepts anddifference between interfaces and abstract class, MVC and WCF, basic SQL statements,Web services like soap and rest.   1 Answer"
HCL,"Dec 6, 2017",Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 1 day. I interviewed at HCL (Noida (India)) in December 2017.,One written Screening test at first and then 2 round of face to face Interview. In F2F round after some basic java questions they asked to write a multi-threading program(Producer-Consumer) on paper. After this two more problems given to solve programmatically.,Traversing the Hash Map   1 Answer
HCL,"Nov 26, 2017",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (South Twenty Four Parganas (India)) in August 2017.,"Hcl came to our campus to hire for software engineer role , first round was tech + apti round seconde round is technical round third one was HR round. It last for whole day. Interview was kind of easy one. If you clear about the basic stuff you can clear the interview easily",Basic questions from programming .   Answer Question
HCL,"Nov 25, 2017",Accepted Offer,Negative Experience,Average Interview,I applied online. I interviewed at HCL (Pune (India)) in February 2014.,What is OSI model? Functionality of each layer2. What is TCP and UDP? Difference between them. Their full functionality?3. Difference between get and post method ?4. Difference between HTTP and HTTPs?5. What is DNS? How it works ?6. What is SSL certification?7. Difference between multiprocessing and multithreading? How it works ?8. Scheduling algorithm?9. How scheduling algori,find sorting   1 Answer
HCL,"Nov 11, 2017",Declined Offer,Negative Experience,Average Interview,I applied through a recruiter. The process took 1 day. I interviewed at HCL (Chennai (India)) in June 2016.,"Went well it took half a day even though it is scheduled many people came for interview.Reached office by 9.Atlast they called me @11 O Clock.Not a tough interview, but interview went for 45 mins.",Internal implementation of HashMap   Answer Question
HCL,"Nov 18, 2017",Declined Offer,Neutral Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at HCL (New Delhi (India)) in October 2016.,"First there was written test in which there were MCQ's on C language and atitude.Then if you clear this test, there will be a technical round followed by HR round.",tell me about yourself   Answer Question
HCL,"Oct 29, 2017",No Offer,Neutral Experience,Easy Interview,I applied in-person. I interviewed at HCL (Bengaluru (India)) in September 2017.,"There were three rounds. The first was technical, where they asked OOPS question. Second round Manager asked project based questions given one task. The next round was HR interview, salary expectations and some behavioral questions."," corejava,jdbc,collections   Answer Question"
HCL,"Nov 30, 2016",No Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 1 day. I interviewed at HCL (Chennai (India)) in November 2016.,I'm getting interview call from recruiter and I'm reached venue at 10Am. After wait of 3hrs my turn came.Initially F2F tech discussion follows project manager Each round takes up to 45-60mins. After all We have a HR discussion regarding ur past company and ECTC.," They gave me one example to write a program.If the i/p is 10 then o/p will be 5, if i/p in 6 o/p will be 3 and with out using ""/ "" operator..   Answer Question"
HCL,"Nov 17, 2016",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (Erode (India)) in May 2012.,apptitude test follwed by technical and Hr and apptitude test contain negative marks so meaning full process without any irritationapptitude test follwed by technical and Hr and apptitude test contain negative marks so meaning full process without any irritation,based on what you have mentioned in the resume   1 Answer
HCL,"Nov 17, 2016",Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 1+ week. I interviewed at HCL (Chennai (India)) in April 2012.,They gave me paper and pen and asked to write codes.. then asked about packages and since I m fresher they asked few subject related questions.. then the hr round took place,Tell me about your self   Answer Question
HCL,"Nov 7, 2016",Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at HCL (Bengaluru (India)) in December 2012.,"4 rounds-Technical-Mangerial-Client Round-HRAll the rounds were mainly Telephonic. The client rounds was also very to the point.The questions were mainly asked depending on the my resume.The HR had scheduled all the rounds on the specific days.The HR had chased a lot to join the firm soon. But, later got convinced to join.",Relevant questions were asked depending on my resume   1 Answer
HCL,"Oct 12, 2016",Accepted Offer,Neutral Experience,Difficult Interview,I applied through a staffing agency. The process took 2+ months. I interviewed at HCL (Noida (India)) in June 2016.,"It was good but lengthy, it took like 2 months for complete interview process to complete. The first round was 1:1, followed by a group/panel technical interviews. It was not a good experience as it took a lot of time, at time felt like look for some other company. The HR are very slow. It offers great opportunity for every individual to learn new things as they give less salary and want you to work all day and night. However at some points it felt really good when frequent rounds of interview got cleared one",Why you want to leave your previous company?   1 Answer
HCL,"Oct 4, 2016",Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 2 days. I interviewed at HCL (Chennai (India)) in January 2015.,"Shortlisted through AMCAT score. Selection comprises of three rounds.(i.e) Written, technical interview and managerial round. More than 1000 candidates were called for written test and around 200+ got hired after the final round",Questions were asked mostly from the skill sets you have mentioned in the resume.   Answer Question
HCL,"Sep 22, 2016",No Offer,Neutral Experience,Average Interview,I applied in-person. The process took 1+ week. I interviewed at HCL (Pune (India)).,"Hi,I had face to face round on Saturday, I have cleared it and filled some form. Later in the next week had a telephone round, I have not done well. But hoping positively.I have not cleared the 2nd round.Interview was average."," Queries,Diff b/w exists n inCorrelated queries etc   Answer Question"
HCL,"Aug 21, 2016",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (Noida (India)).,The interview was quite simple round 1 comprised of technical interview with basic questions of SQl and brief about biotech profile since the project was related to healthcare sector .Second round was hr with basic personality and background questions . It was a basic interview the hr looks for confidence and flexibility that you have and wether you are suitable for post or not .,Why you want to be part of hcl   1 Answer
HCL,"Feb 2, 2017",Declined Offer,Neutral Experience,Average Interview,The process took 1+ week. I interviewed at HCL in January 2017.,"Easy , they call so many people for interview on single day. So please expect delays in starting in interview.But once started it goes smoothly. Over all interview process is fine . Good thing is they say the result immediately. They don't keep you waiting for long hours or tell lie like HR will contact you later."," collections , servlet , Tomcat basics ,   Answer Question"
HCL,"Feb 8, 2017",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took a week. I interviewed at HCL (Bengaluru (India)) in September 2015.,1. IQ TestAfter results was moved for Group Discussion.2. Group DiscussionDiscussion regarding current trends in market.3. Technical InterviewQuiz followed by Basic programming and networking concepts.4. HRBehavioral questions,Software Methodologies   1 Answer
HCL,"Feb 12, 2017",No Offer,Neutral Experience,Average Interview,I applied in-person. The process took 2 days. I interviewed at HCL in May 2015.,"Had previously applied for a different position as a software engineer through a recruiter and was later offered an interview for a job as a test engineer. The interview was a written test taken in person at their location, followed by a technical interview after. Usually multiple applicants on the same day so there is a lot of waiting during the process.",They asked general coding questions and scripting questions. They also asked about various testing methods and testing for hardware devices.   Answer Question
HCL,"Feb 11, 2017",Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 days. I interviewed at HCL (Hyderabad (India)).,"1st round English grammar2nd round gd3rd round TR4th round hrEverything was not so tough, they mainly check ur communication skills and they also checked ur networking knowledge..Last round was easy."," About networkingQuestion like LAN,wan,man   Answer Question"
HCL,"Dec 7, 2016",Accepted Offer,Neutral Experience,Average Interview,NAN,"ask about the background, technical skills and the expectation of the job, discuss the working environ and the shifts, there are two round of interview, hr and manager, hr will ask some general question and manger will ask some technical skill and job related questions",what is your strength   Answer Question
HCL,"Apr 19, 2017",Declined Offer,Neutral Experience,Average Interview,I applied online. The process took 2 days. I interviewed at HCL (Noida (India)) in April 2017.,"2 DAYS interview process , first round is telephonic ,then they call for face to face technical and then hr interviewoverall experience was goodtechnical round was moderate rest was easy",Tell me something about yourself   Answer Question
HCL,"Apr 17, 2017",Declined Offer,Positive Experience,Easy Interview,I applied through a staffing agency. I interviewed at HCL in March 2017.,"first telephonic interview, after that face to face interview, telephonic interview is very easy."," it's related to angular js, and html and css   Answer Question"
HCL,"Mar 20, 2017",No Offer,Negative Experience,Easy Interview,The process took 2 days. I interviewed at HCL (Chennai (India)).,"First round was gd ,it was not like gd they gave us a topic and asked everyone to speak on that topic.Second round was technical interview Since I am not IT graduate, in technical round there was not much questions on programming.",In technical round there was question such asWhy is router used?What is proxy?In aptitude round there were some c++ and oop questions.   Answer Question
HCL,"Mar 1, 2017",Accepted Offer,Neutral Experience,Easy Interview,I applied through other source. The process took 3 days. I interviewed at HCL (New Delhi (India)) in February 2015.,"it was easy just asked some theoretical questions and programs like reverse,Fibonacci,odd even,and palindrome and databse and theory part was easy one major thing is to have confidence and knowledge",NAN
HCL,"Mar 13, 2017",Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at HCL (Hassan (India)) in October 2013.,"I got through campus placement.first round was an aptitude compromised of 25 questions each on logical, verbal ,non verbal and technical .Next face to face technical round and final HR round. both rounds were easy asked typical fresher questions ."," About microcontroller , c basics , whatever mentioned in resume.   Answer Question"
HCL,"Apr 5, 2018",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at HCL (Vijayawada (India)) in January 2018.,mostly asked about what i mentioned in my resume.the interviewer asked much about my academic projectsHe asked abou the functioning of linuxHe also asked about core subjects which are linked to my acaemic project,Asked about linux functioning which i mentioned my resume   Answer Question
HCL,"Apr 13, 2018",Declined Offer,Negative Experience,Easy Interview,"I applied through an employee referral. The process took 2+ months. I interviewed at HCL (Guadalajara, Jalisco (Mexico)) in February 2018.","Interview with HR where they ask about compensation, Second interview was a technical phone screen that is basic tech trivia, third round was an on-site with two engineers doing more tech trivia.",Talk about libraries in C   Answer Question
HCL,"Mar 30, 2018",Accepted Offer,Negative Experience,Average Interview,I applied online. The process took 1 day. I interviewed at HCL (Noida (India)) in January 2015.,"Aptitude where they will ask you verbal and non verbal question quantitative and english plus one technical domain test followed by a technica, it was mix of Puzzles and questions related to OOPS round HR round the last.",Technical skills   1 Answer
HCL,"Feb 1, 2018",Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at HCL (Bengaluru (India)) in January 2016.,First round will be aptitude and after that it will be easier to crack further rounds because 50% got rejected in 1st round and rest of the round is eassy to crack.,Should be Good inaptitude and good in C/C++.   Answer Question
HCL,"Mar 3, 2018",No Offer,Negative Experience,Average Interview,I applied online. I interviewed at HCL (Bengaluru (India)) in March 2018.,"Worst ever interview experience.They will simply waste your whole day with a worst kind of online test.Even if u ll get clear, they all ask you to leave for the day and you ll never get any call later.Again after few months they start calling you for the same technology waste your time.",Non sense questions   Answer Question
HCL,"Feb 17, 2018",No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at HCL (Tel Aviv-Yafo (Israel)) in January 2018.,phone screening and then on site interview. they are very nice and polite. starts with a phone interview from the recruiter that did not seam to know a lot about the position .,1) count the number of words in a string2) Implement an arrayList with reset all in O(1)   1 Answer
HCL,"Aug 7, 2018",No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at HCL (Bengaluru (India)) in July 2018.,Their was 2 Technical round. I went for java but the interviewer asked questions only on database i think they have requirement for database project. I was selected as conveyed by HR but didn't get offer letter.," what is stored procedures, write trigger, scenario based queries.   Answer Question"
HCL,"Jul 23, 2018",Declined Offer,Positive Experience,Easy Interview,I applied through a recruiter. The process took 2+ weeks. I interviewed at HCL (Singapore (Singapore)) in July 2018.,Very friendly and nice.Ask about background and explain about their jobscope.Asking about what one wants to achieve and wants to work as in the company. Let you think about what you really want to do.Ask about the kind of projects you have done.,My understanding of software life cycle   Answer Question
HCL,"Jul 24, 2018",Accepted Offer,Negative Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at HCL (Visakhapatnam (India)) in January 2017.,"I got selected for HCL 1yr back through campus placement. They conducted 5 rounds including ""SAT"" exam and luckily i cleared even that round. Few days later i received a call from HCL intimating the details regarding joining and all. All the procedure had almost done and also paid 50000 and immediately they gave me a letter of tentative joining date and thats the final thing. Later they didn't gave any information and suggested us to try for other company. We took this issue to higher official but still in vain. Yet we didn't have any information. Cleverly they refunded our money. This is the same thing every time happening at most all the places with HCL. No offer letter no job. Because of HCL money payment scheme, we took loan from bank and really suffered a lottttt.",what is the difference between malware and antivirus   Answer Question
HCL,"May 28, 2018",No Offer,Positive Experience,Average Interview,I applied through a recruiter. I interviewed at HCL.,"Interview questions are based on Core java, spring, Hibernate, Webservices, mysql, jdbc and servlet.Inerview process was for whole day. First round was online test. Then technical f2f. And then hr.",Write fibonnacci series with the help of recursion.   Answer Question
HCL,"Jun 7, 2018",Accepted Offer,Neutral Experience,Average Interview,I applied through a recruiter. I interviewed at HCL (Noida (India)) in October 2017.,"It was easy and as per the JD and the interviewer was a calm person. He asked all the relevant questions, Two rounds were there telephonic and another Skype round followed by managerial.",NAN
HCL,"May 22, 2018",Accepted Offer,Positive Experience,Average Interview,I applied through other source. The process took 1 day. I interviewed at HCL (Chennai (India)) in September 2014.,"Easy to clear interview , if your basic concept of the mentioned technology is clear.prepare yourself as per , what you have mentioned in resume.",Opps concepts?   1 Answer
HCL,"Jul 13, 2018",Declined Offer,Positive Experience,Average Interview,I applied through an employee referral. The process took 1 day. I interviewed at HCL (Noida (India)) in June 2018.,3 rounds- aptitude test -> technical interview -> HR intervieweasy roundstest was on cocubesHR round was about the family background and vocab checking. The also asked if i was comfortable on shifts,basic questions on OOPS and java   1 Answer
HCL,"Nov 16, 2018",Accepted Offer,Positive Experience,Average Interview,I applied through a staffing agency. The process took 1 day. I interviewed at HCL (Kolkata (India)) in May 2016.,"The whole process was completed smoothly in a single day. There were 2 rounds of interview, both technical and the results were announced on the very same day. The compensation part was discussed later.",I was asked questions mainly related to my earlier projects.   Answer Question
HCL,"Oct 15, 2018",Declined Offer,Negative Experience,Easy Interview,I applied online. The process took 5 days. I interviewed at HCL (Bengaluru (India)) in August 2018.,"It was not at all good. I went at 10 AM. but they started interviews around 2 as panel is not available.. It went till 5:30, i got selected two rounds and they told HR will call back.. I took the HR email from SPOC and they never came back.After waiting a week, i sent a mail to the HR for the update and he replied i havent got your profile in selected list.Really worst .... They should follow some basic stuff while handing over profiles.",Some basic stuff   1 Answer
HCL,"Jan 19, 2019",No Offer,Negative Experience,Average Interview,I applied online. The process took 1 day. I interviewed at HCL (Noida (India)) in January 2015.,"1 written, 2 technical rounds of interview and 1 human resource round and then it takes a week for next rounds of interview in campus of Noida if required1 written, 2 technical rounds of interview and 1 human resource round and then it takes a week for next rounds of interview in campus of Noida if required",All technical questions and puzzles   Answer Question
HCL,"Dec 24, 2018",No Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at HCL (Noida (India)) in April 2018.,The interview process contained a very easy aptitude test and interview was based upon life cycle of stqa. After the interview there was a great round and then the results.,What is stqa   Answer Question
HCL,"Jan 26, 2019",Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at HCL.,"Technical interview followed by hr..in technical hr basics of programming language and data structures were asked. General HR was easy and friendly.In hardware side,the first process is written test followed by the above",Basic programming knowledge   Answer Question
HCL,"Mar 3, 2019",Accepted Offer,Positive Experience,Difficult Interview,NAN,it was good and pleasant .Hr asked general questions like your weakness and strengths.Almost all members are good and friendly nature.every thing went like friendly conversation.he asked me about the c++ and c as in first round and 2 round some questions on java,about java   Answer Question
HCL,"Apr 27, 2019",Accepted Offer,Negative Experience,Average Interview,I applied through an employee referral. I interviewed at HCL (Bengaluru (India)) in February 2019.,"The interview took place at Whitefield, Bangalore. first, there was a test, after that one f2f interview and one hr interview and finally, I got selected and its been 3 months after that I didn't get the offer letter yet.",what is a compiler   1 Answer
