Company,Review,Tag
Amazon,"Applied for a intern position last year. Apparently all positions were full at the time and invited me to interview for a full time position this year instead.Started off as 3 online technical questions. Know your basic data structures and algorithms in and out and it will be (and should be) a breeze. Remember to relax though.If you pass they will invite you to a onsite interview. Amazon will take very good care of you during the interview process, flight, rooming, expenses will be all paid for (within reason).The onsite interview will start off with lunch with a bunch of other candidates and some interviewers. Don't worry, you are NOT competing against each other, Amazon needs every smart person they can get.After lunch they will move you to your testing room, where you stay and 4 interviewer will come in and out with various HR questions combined with the programming question.Other --Amazon will give you documents on what to expect during the interview. Honestly I think the process is very fair as they don't throw any curve balls.Tips --* Again, I cannot stress enough to know your data structures and algorithms (graph traversals, structures of dynamic programming, etc). They are the building blocks for solving any type of programming problem.* Talk, no matter how stupid it sounds. Talk out what you're doing. Talk if you're stuck, talk if you have an idea, talk as you write down line for line.* Always remember to smile this should be easy as you should be enjoying this. If not, you might be in the wrong field.Complaints:Being bombarded by 4 interviewers and while your brain is racing as fast as possible is exhausting. Amazon does not pay/reimburse alcoholic purchases. As many fellow interviewees genuinely wish to de-stress afterwards.",Positive Experience
Amazon,"Nothing really out of the ordinary. A little bit of preparation could have helped.- Big O notation for Collections- Design an object model for furniture company, hint: composition is the key- Design data model for an e-shop and write sql (yes, over the phone) to retrieve customers/orders",Positive Experience
Amazon,"One phone interview and one onsite interview consisting of talking with five people. The phone interview was simple, just like chatting with a friend. The onsite was more serious, however the people were nice and the problems were reasonable. The decision was fast. I performed not well, so I failed.",Positive Experience
Amazon,The recruiter moves very fast in setting up the interviews. I first chatted with one team member over the phone. He asked me some technical questions. The recruiter called me and told me that I passed the phone screening and could move to the next steps. I was scheduled for a full-day's onsite interviews. There are 5 different people to chat with. 3 of them are very technical.,Positive Experience
Amazon,Applied through recruiter referral. Got an online assessment about 3 weeks later. Finished the online quiz and got a reply that I passed the first round and had a second OA to do. Finished it and still waiting for results.,Positive Experience
Amazon,"I had a test at my university. Thereafter, there were two rounds of interview. Both rounds were technical. First one was written and I was required to write code. The second round was largely a discussion. The question was based on binary tree.",Positive Experience
Amazon,"Typical Interview Process.I got a call for the interview, I wasn't much prepared though.If you are good at numbers you can clear the interview. They will directly start with questions, no side talks :D. Depth of understanding the concept matters.",Positive Experience
Amazon,I applies through university and then got through from the first round.First round- online. 20 mcqs and 4-5 programming questions.Second round- Written test. 2 questions. paper and pen based.Third round- consisted of 2-3 face to face technical rounds of questions. No hr questions at all.The interview process was fine. I Don't know why i didn't make it.I think they are looking for people with great technical knowledge.Answer every question with great confidence DO NOT get confused no matter how much they try.,Positive Experience
Amazon,"Data Structures and algorithms is the key focus area. Puzzles would be asked apart from it. For experienced interviewees, there will be design problems as well. You will be asked to design a software and the interviewer would analyze whether you consider all corner cases and how maintainable and scalable your design is",Positive Experience
Amazon,"I first had a behavioral questionnaire online. After that, I received an email with an online coding test through what seemed to be Amazon's own system, not Hackerrank or Leetcode. After I passed that, I was contacted about an online coding interview, where I spoke with an engineer about personal / behavioral questions as well as coding live in front of him on a few basic algorithms problems.",Positive Experience
Amazon,"O processo Ã© longo e o Ãºltimo dia, no qual sÃ£o realizadas diversas entrevistas com recrutadores diferentes, Ã© bastante exaustivo. Os assuntos abordados pelos entrevistadores sÃ£o pertinentes, no entanto. HÃ¡ bastante foco em aspÃ©ctos teÃ³ricos de ciÃªncia da computaÃ§Ã£o, bem como em abordagens prÃ¡ticas para soluÃ§Ãµes de problemas reais.",Positive Experience
Amazon,"An Amazon recruiter came to my University to give us a spiel about working at Amazon and accepted resumes at that time. She contacted me by phone to see if I would be interested in interviewing. This was an expenses-paid trip to Seattle for a few days.The day started with a general QA session with some really nice Amazon SE Engineers. The bulk of the interview after that was a group programming project; we were given a task, split into teams of 3, and had around 6 hours to program. We were pulled out individually during that time to discuss our individual implementation and ideas. They wanted to, of course, discuss the time complexity of the implementation. I was a bit turned off by the fact that they asked 0 questions about projects we had worked on in the past or questions to learn more about us as people--but maybe they were getting some of that information just by observing how we interacted with our teammates?I personally think I flubbed this one--I got flustered at the start and it took me too long to get started. Be prepared to think through a large, complex problem that could involve a lot of programming and data structures. The problem in our case was divided into three parts--I took the third one, but I think it was more reliant on the other parts than I had anticipated. I recommend trying to pick a part of the problem that doesn't necessarily build from the other parts if you plan to ""divide and conquer"" to solve the problem.If I had to do it again, I might try a more team-oriented approach. Instead of trying to get everything implemented in such a short amount of time, work together to really iron out the implementation on paper, and THEN get started on the implementation with really well-defined (and modest) goals for each programmer. One of the reasons I didn't feel quite comfortable with this approach at the time is that one of my teammates was sort of bashing people he had programmed with in the past... and I felt uncomfortable about adding myself to his roster of bash-ees! If I do apply again in 6 months as Amazon suggested, I'll be sure to ignore such impulses and really apply myself to the idea of working as part of a team.",Positive Experience
Amazon,"Applied through my school's recruiting website, received an email from a recruiter within couple of days. The recruiter set up first technical phone screening where they asked typical questions like data structures, design, BST. After one week, the recruited set up a second phone interview which was more or less similar to the first one. Algorithms questions, coding, debugging. Recruiter emailed back to set up time for onsite interview. I'm still looking into my calendar.",Positive Experience
Apple,phone interview ->onsite interview. The whole process took 2 weeks. Interview questions are leetcode medium questions. They paid for the hotel stays and tickets. They also reimbursed me 300 dollars for my stay in California,Positive Experience
Apple,"Interview went smoothly. Phone interview, then on-site.Typical white-board coding. Shell out 6 month to prepare before you apply any - I mean any - group. Because you can actually interview with multiple groups.",Positive Experience
Apple,"Applied online and received an email from a recruiter within two weeks, asking for open times to conduct an interview. I opted to take it as soon as possible, and was able to have it within the week. Interview was conducted over the phone and consisted of basic introductory questions in order to learn more about me, my skills, school, and intentions.",Positive Experience
Apple,"I was referred by an employee, and had a phone chat with the manager. This was followed by a phone screen, then a day with five 45 minute onsite interviews with lunch. Each interview was 2 on 1.The process took three and a half months overall, but they assured me this was abnormally slow, due to WWDC and a large team reorg.Good questions, interesting people and awesome discussions! I'd do it again just for fun!",Positive Experience
Apple,Applied through university. 5 rounds of interview. The first interview was a discussion of my big data projects with the manager. The second interviewer was a distributed systems engineer and asked a design problem. The aim was to make a system that is always consistent and available. He developed constraints as we went along and made me derive the Quorum Relation. The third interviewer basically just talked about my interests and level of experience in mobile tech. The fourth interviewer asked me to write a code to add/subtract two linked lists that contained a digit each to represent huge numbers. The fifth interviewer was the director of the group and explained what the work is like.,Positive Experience
Apple,"I talked to a recruiter at a BYU college career fair and left him my resume. When the official recruiter came to town he scheduled an interview through our recruiting office. He had been all over the nation interviewing candidates and was only looking for one position. he asked a lot of personal questions and only a few technical questions, like about the unix terminal. ""If you wanted to change permissions to read/write all recursively how would you do it?""",Positive Experience
Apple,"I received initial communication by email from a recruiter that a hiring manager would like to set up a time to talk. I had 2 phone interviews, and then flew out for 12 in person interviews (members of the team and management chain). Everything went really well. The people were really nice and it was great talking with them. The logistics were all handled well. I was basically told I had the job. Unfortunately, a few days after I was told there was a hiring freeze. The process dragged on for months. 2 more phone interviews, followed by 2 months wait, and another 2 phone interviews which were the last. Eventually, I was told they would not move forward. Further inquiry explained they were unable to obtain a job requisition.",Positive Experience
Apple,"On Campus Interview, phone screens from various teams, onsite interview with each team each consisting of 4 technical interviews and a lunch interview. Interviews were specialized to the team rather than general questions.",Positive Experience
Ebay,"I put my resume into a tech conference database and was contacted by eBay. First I was invited to take an online hackerrank challenge by recruiters. After a few weeks I got a call back to get an in person technical interview during the tech conference. I got a call with a job offer the next day! It took several weeks to get a specific team to offer me a position though, which I thought was odd.",Positive Experience
Ebay,"First was a written test - one aptitude question, 7 coding output questions and 4 coding questions. The next rounds were interviews. There were 4 interviews. First was purely technical where they asked ab your basic coding concepts(data structures and algorithms). The rest were HR interviews where mostly problem solving ability was evaluated.",Positive Experience
Ebay,"It consisted of 4/5 rounds.Filtering Round (Round 1) - no negatives:Aptitude(20 questions) -moderately difficult Technical - Good Standard Questions from C++, OOPS concepts, Data Structures, JAVA, DB and OS problem related questions.30 were shortlisted.Round 2: Short Technical RoundResume Based Questions were asked. DB questions, ACID explanation with real life examples. Random Questions about trending technologies like MongoDB, NoSQL was asked.12 were shortlisted.Round 3:Pure Technical. Three Panels - Cant expect from which questions will be asked. cause it was all mixed. Sound Knowledge in Data Structures, JAVA, OOPS and DB is essential to crack. Puzzles were asked in the middle. Very good Standard of questions.Round 4:Some People had a additional Technical round similar to Round 3.Final HR Round (Round 5):HR related questions. Was Fun. and few technical questions but everything real world questions. Bookish answers were not expected. More of real world problem and solution finding round.",Positive Experience
Facebook,"Sourced through a friend who works there, really good communication and speed.I totally bombed an initial on-site but then was able to get another one. Studied up for it, did a lot better and then went on-site for a full day.Got to meet a lot of awesome engineers, guess I did okay since I got an offer and it was the best day of my life!",Positive Experience
Facebook,"Facebook visited our campus and gave practice mock interviews which I felt were really useful since I have never been exposed to a technical interview before.The interviewer was really nice and helped me on the way. In addition, he looked over my resume and gave me tips on how I could improve it.",Positive Experience
Facebook,"Phone interview organization is not very good. The interviewer of one phone interview was absent, wasting one afternoon. Onsite organization is really good.All questions are ordinary, seems they more care about the communication b/w you and the interviewer, and that is probably the reason I got rejected.Feedback was really fast, 3 days after interview.",Positive Experience
Facebook,"Applied through campus fair, got an email about a week later for an on campus interview. Recruiter was helpful in answering questions, and got to meet the engineers the day before the actual interview to ask them questions about Facebook and such. Got back to me about a week after the interview for setting up the on-campus interview.",Positive Experience
Facebook,"I had a colleague from my recent summer internship talk to his friend who worked at Facebook refer me. About a week later a recruiter reached out to me to schedule a phone interview.I had 3 interviews in total. The first one was an initial screening interview over the phone with the recruiter where we simply went over my CV for 30 minutes.A few days later she scheduled a Skype interview with an engineer from Menlo Park. The interview was technical and I managed to solve 1 question just about on time, with a few minutes left for questions for the engineer before he had to run off.I was surprised to see the next morning that they wanted to move forward and schedule a 2nd interview with me. This time it would be with another engineer but over video conference. The interviewer was very kind and gave me a hint when I was moving in the wrong direction with my solution. Again, I managed to solve the solution just about on time with a few minutes left for questions.",Positive Experience
Facebook,"I got the interviews by giving my resume to a recruiter at a tech talk, and then I had two technical interviews. The interviews were involving basic knowledge of graph theory and some more than basic knowledge of data structures. Overall the interview experience was pretty good and I got feedback in a decent amount of time.",Positive Experience
Facebook,"It's not an interview really, but a series of tests.Approached by a recruiter, had a phone conversation and then an on-site coding test (could also have been done by phone, but I live nearby). After another phone conversation with a recruiter who explained the process, came into their office for another series of four tests - 2 more coding tests, a design question and one with some vague personal questions and YACT (Yet Another Coding Test). Questions are not too difficult, but I'm assuming they expect near-perfect performance (mine was not :)Everyone was very friendly, positive and respectful, so even though I was rejected, all in all a positive experience - as someone often involved in recruiting myself, I think we can all learn a lot from how it's done there, especially when it comes to giving candidates a good feeling, regardless of outcome.",Positive Experience
Facebook,"first screening interview followed by onsite interview 5 interviews with coding problems and behavior. the people were friendly, and the recruiters were very helpful in answering questions. the interviewers talked passionately about the projects they were working on as well as projects that they weren't working on but aligned with my interests inside the company that were ongoing.",Positive Experience
Facebook,"One campus interview then a onsite. The onsite had 3 interviews 30 mins each, all technical. There were no behavioral questions and the interviewers were pleasant. The process was through my university.",Positive Experience
Facebook,"I emailed a recruiter my resume stating that I would like to intern at Facebook over the Summer. I got a call back in about a week. She asked me ""Why Facebook"" and to describe one of my favorite projects. After about 15 minutes she said she would move me on to the next round of interviews.",Positive Experience
Facebook,"Initial communication was through a recruiter, who reached out unprompted via LinkedIn. After chatting with the recruiter briefly over the phone, she quickly set me up for a phone interview, which was not that difficult/unexpected. This was followed by a half-day on-site interview, which involved lunch followed by meeting with four separate employees four 45-60 minutes each. Interviews were back-to-back, and the last interviewer escorted me back to the lobby.",Positive Experience
Facebook,"The FB recruiters were very on-the-ball and determined to get me to campus, and worked with me every step of the way. They flew me out, put me up in a nice hotel, and helped me know what to expect in the interviews. The process consisted of four interviews, broken up by lunch. Two ""ninja"" interviews (coding), one ""jedi"" interview (personality and values), and one systems design interview (whose cool name I forgot). The questions were tough, but fair. They definitely have a preference for code questions that combine data structures and creative thinking. My only complaint about the process was that they would spend a little too much time prior to starting the coding question asking me about my OS knowledge (I interviewed for a mobile job), and that left me pressed for time (sometimes) on the actual whiteboard coding.",Positive Experience
Facebook,"Interview process was fairly quick and simple - one behavioral interview then three technical interviews before I was given the offer. Each interview was about an hour long, with extra time for Q&A included.",Positive Experience
Facebook,Phone interview after 2 weeks of applying. Interview started with discussion of projects based on resume and then 2 questions asked on LinkedList and Trees. LinkedList question was average but question on tree took quiet a time.,Positive Experience
Facebook,"Phone interview. Chatted for a bit about my past, did a single programming challenge in my choice of language, chatted a bit afterward about Facebook.Overall, the interviewer was pleasant and helpful.",Positive Experience
Facebook,"The whole process was very fast.I have applied through the web site and got reply on a same day.1. Screening with recruiter (15-20 mins)2. Phone interview with an engineer (45 mins)3. Onsite interview with 4 people (2 coding, 1 system design, 1 culture fit + coding)",Positive Experience
Facebook,I applied online in December 2018. I got contacted by a recruiter after a week and follow up with a phone interview. The recruiter allow me to select up to three weeks to prepare for my phone interview. I only got coding challenge for the phone interview,Positive Experience
Facebook,Facebook recruiter contacted through LinkedIn and within two weeks interviews was scheduled.Initial facebook interview was set up for 45 min and an interviewer asked a single programming question. This interview was for Seattle USA.,Positive Experience
Facebook,"Submitted my resume online, and got an email about two weeks later setting up an Online Coding Interview with engineer using Skype and collabedit.com. And just some normal coding problem, cost about half or one hour. Write a function to process regular expression with letter, ""."", ""*"".",Positive Experience
Facebook,"It had two interviews and ask me a few questions which is not too hard. At first, they will let you talk about your project experience and it took about 10 minutes.",Positive Experience
Facebook,"The hiring process is very fast. After I contacted by the recruiter, she arranged 1st technical interview in less than week. The second one was planed 2 day after and onsite interview just 2 weeks after fist contact. The hardest part is to get noticed, so I suggest find somebody inside to recommends you.",Positive Experience
