Company,Review,Tag
Amazon,"Extremely humiliating and disappointing interview process by Amazon. I am amazed for such a huge and famous brandname, they treat people who are interviewing with them in such disrespectful manner. I applied through the university online process.I got an email for appearing for an online assessment. It consisted of an aptitude test and a programming test.The programming test was about identifying possible bugs and the aptitude test was easy. After that I got an email to schedule an online programming interview with proctor U. I registered with them for an online interview. I made sure that I had a library room booked at the university so that nobody interrupts me. When I started with the interview, the online proctor checked the whole room, asked me to put away the notepad, pen and white board markers (I do not remember building logic without these). He asked me to rotate the laptop camera and kept complaining that libraries are not allowed for this exam (But I was in a private room!!). I then started with the first part of the assessment, which was work simulation. If I tried to read anything aloud the proctor would ask me not to say anything, earplugs were not allowed either (apparently, people can hear better without ear plugs), no moving closer to the screen to read anything, else the proctor would get suspicious that I was doing something wrong. After the work simulation, I was allowed a 5 min break, when I went out and came back he asked me to again show him the room, and questioned me on the whiteboard that was in built in the library room. I continued with my programming challenges without pen, paper or whiteboard. This was very hard. Moreover, when the instruction at the beginning of programming challenge asked me to note my interview ID (it said that this ID would be needed if I lost internet connection), I opened sticky notes on my laptop to note it down, the proctor went crazy asking me shut the stickies! I told him it was in instructions. He snapped back saying it won't be needed!I do not like to be treated this way no matter which company I am appearing for! This was a very very bad experience and I do not think I would want to interview at amazon at all after this.",Negative Experience
Amazon,"There are two online assessments and one phone interview. After I finished OA1 and OA2, error happened due to system bug. Then I had to wait entire one week to get reply from HR. That's so stupid. The whole process took me almost one month.",Negative Experience
Amazon,"I've heard it's typically 2 phone screens then an on site. I had 3 phone screens, which probably means the 2nd person didn't give a thumbs up, and the 3rd didn't either, since I didn't get an offer.",Negative Experience
Amazon,"Recruiter found me and I just applied to their Annapurna labs. 1nd round phone screen is from the team, he asked about OS related question includes multithreaded, synchronization, and some simple coding exercise with some system performance related follow up. It was interesting. However, 2nd Phone interview they assigned a guy from AWS and I felt this is so unprofessional. The question is some resource allocator which allocate instances for task with resource requirement . First, they use Java, which I'm not very familiar with. Second, the input is not very clear and is very misleading. There was no sample input and output either. In the first 30 min, I was just trying to figure out how the question is like. And next 10 min I present a solution and interviewer said its not he wants because the resource cannot be separated into 2 instances, which He didn't tell me before. Then next few minutes I just noticed that the question is very hard then he admitted, the real solution is very very hard. Then he explained that the question is more complex version of knapsack problem. Finally I realized that he just wants something works but not necessarily the best solution. I asked him why he asked the question and he said it was closed to something they faced before. There is so much I can complain. First, expecting people to figure out and answer such question in less than 1 hour? Second, he didn't even check your resume, while I clearly write my most comfortable language is C/C++. Third, no concrete input/output in the beginning? That is VERY professional. Fourth, since I applied for embedded engineering/ OS / hardware, software integration, I don't feel the question is much related. I understand the interviewer wanted to come up something interesting but it just turned out to be a mess. I will say among all the interviews in my career, this is definitely the worst! It just wastes my time!",Negative Experience
Amazon,"I did two online tests, but received email last week saying there is no more head counts. This is totally waste lots of my time. I used one whole week to prepare the online tests. After the online tests, I waited three weeks to get response from Amazon HR. The only response I received is the test results are not reviewed because there is no more head counts.",Negative Experience
Amazon,"First, recruiter show me a Senior, when I apply from Amazon.jobs to start process, senior is goon.They even take the second phone interview for design question. I don't think design question is appropriate for phone interview. You need real whiteboard to draw scratches in designing.",Negative Experience
Amazon,"Applied via LinkedIn. Was given a coding challenge at HackerRank, which was moderate, but practical.Eventually was invited to on-site interview in Seattle, where I had all day long interview.I was under strong impression everything went well. Just one thing was suspicious - all interviewers were young, and when I asked about average team age - they mentioned a number below 30. Taking into account they work 10+ hours a day, they definitely don't want to consider family guys of age around 40. That's my best guess. Worth to mention I was watching for people coming in and out and they were pretty young too, that is also why my guess can be right. Obviously I did not feel as I'm a good fit for them because of that.Having previous successful interview experiences with other companies like Microsoft, I can imagine these guys are looking for young slaves. Given that they don't pay above the market, I see no reasons to go there unless you don't want to loose your family or you are a single work-addicted person.To contrast - Microsoft and Facebook interviews were fair, practical and they are giving some details on where you failed (if you failed). These guys would never tell you the truth.The office building.. was simply dirty. Maybe I used to work with in much cleaner spaces in Europe, but other offices in the US are much nicer.What was good about this experience? - they paid for the trip to Seattle. Appreciated that.",Negative Experience
Amazon,I would say the most wierd and unprofessional way. They are just meant to disappoint candidates.I have gone through the programming interview for an hour and absolutely no feedback shared after the interview. I tried calling back the recruiter but just they dont respond. They are soo unprofessional.Definitely not the way to treat an aspirant and I had to withdraw my application for such an unprofessional recruitment process.Will never recommend such horrible companies. May be someday soon they might be the richest company on earth but definitely dey do have some bad bunch of irresponsible recruiters.,Negative Experience
Amazon,"I applied online submitting my resume. The role was intended to be for fresh graduates from computing-related fields. The hiring manager contacted me in mail asking for the most desirable date and time to have phone interview.The phone interview lasted around 30 minutes. The interviewer was an engineer from Amazon Research Lab at Edinburgh asking me first the questions about my background, studies at the university I was then doing Master's course, and finally, questions regarding my skills in Java. The Java part was about collections, syntax and exceptions. It was heavily Java collections questions with problem, use case scenario and a question on how I would solve it, which data structure would chose and what the overall computing complexity would be as a result.I have not been successful in getting next round of the interview. The hiring manger contacted me in 3 days after phone interview letting me know that they made decision not to continue with my application.",Negative Experience
Amazon,"The first conversation was just a phone conversation with a recruiter to talk about the position. A week later, I had a phone interview that was mostly focused around me explaining my skills and current job and it included one programming question. I had a second interview a couple of weeks later, also over the phone, that was entirely focused around programming using a site to let the recruiter see me code solutions to various problems. She did a poor job of explaining the problem and, when asked specific questions, was unable to explain what she was really looking for. After I completed a solution to one problem, she realized that she forgot to tell me all of the requirements, so my solution didn't work. When I asked her about the position, she didn't know anything.",Negative Experience
Amazon,i was contacted by a recruiter on linkedIN after seeing my profile and said that would they would like to talk about the current Software Engineer at Amazon as soon as possible. On replying firstly I was ignored for an entire month and then later when a phone was scheduled and I did do well since it was the basic screening. I never heard back from them again,Negative Experience
Amazon,"When I initially realized I was going to be interviewed for this position, I was enthused, and immediately began to prepare. However, this quickly waned as my interview was rescheduled 3 times, which as a candidate provides a terrible experience, especially as I am currently employed full-time.Once I finally did have my first round interview, the recruiter questioned me on skills that did not remotely align to the role for which I applied. The interviewer focused the majority of the interview asking questions on abstract concepts around algorithms. I did my best, but did not advance. I can deal with rejection. I cannot deal with poor processes, especially when followed by a generic rejection letter, and no opportunity for feedback.I expect computer science questions from a big tech company, but the fact I had no questions surrounding the actual job skills (web development and user interface) to supplement, just seemed like a waste of time. Considering they have all my background education info and know I'm not a computer scientist but a seasoned web developer. However, it seemed that the interviewer was not at all aware of that, and just screened me generically.",Negative Experience
Amazon,"I received an email from the recruiter that the hiring manager has reviewed my resume and would like to set up two phone screening sessions. Then I had the two phone screening in the same week, followed by a third phone screening which was mostly about OOP and ""why I would like to go to Seattle!?"". Received an email more than a month later saying that they've proceeded with another candidate!",Negative Experience
Amazon,"Evertyging was very cool experience, I applied in the website, two weeks later they contacted me for a phone interview, so after that first contact passed 1 week for the phone interview and then 1 week more they contacted me again, they wanted an onsite interview, in 3 weeks. So I got ready for it.I went the day of the interview, everything was nice, normal questions about design and algorithms, so far my day was excellent I felt like I was answering ok, until the end of the interview, it was at 3 pm, the last interviwer was late, I was waiting for him, he came more than 20 minutes late ( 3:22 ), then he apologized, then he gave me a question, I was in the middle of the answer when he said, its ok, i think we are out of time, and i felt kicked out ( 3:28). The last interview was only 4 minutes? I think he had a load of work or other appointments, I did not think I was answering that bad, the worst thing is I think he was the bar raiser, and I think I depended more in that interview than the others.I don't know if its related, but the next day I lost a call (I was busy), from a back ground check company, since Amazon was the only company I was applying I imagined it was from them.Two days after the on site interview they called me to say that they had no offer, but they wish I could apply again in a few weeks. I did not, since it took me 6 weeks preparing for the interview, so I lost interest.",Negative Experience
Amazon,"Probably the worst interview I ever had.They scheduled the interview for a day in which I was not available, after I sent them an availability table. I asked them to kindly reschedule and no reply till I got the call for the interview.The interviewer was not nice also, first he asked about my background but promptly stopped me after 2 minutes because ""we don't have much time"", that was not nice at all.I reply correctly to a theoretical answer and I describe how I would implement a code test. Then they ask to implement this in Java, while they said on the mail they would accept other languages too, and since, even if I did Java, I do not work daily in Java I rejected to continue the interview at that condition.It was such a lost of time and motivation. I wouldn't expect such a bad experience.",Negative Experience
Amazon,"Several steps.First someone calls for 15min ""what is up"" questions. Then they schedule phone screening. Then they rescheduled for Thursday but called me on Wednesday. However, they got timing correct, I was home and quickly walked to my computer to take test.That was the online phone tech screening.First a few questions about what you did before in your life. I asked if he wants some specifics instead of whole life story and that helped to not waste our time on staff that is irrelevant at this step.Next was the problem, it was easy problem, described below. I explain exactly the algorithm as it was stupid easy. The only issue I had was that it is in a text editor and day-to-day work you use some IDE that gives you all functions of each object you use. In particular I needed to sort() and I could not remember if the sort function takes call back, lambda or something else in the language I used for the interview. I was recently working with several different languages and each has different syntax for sort. The interviewer did not like that. The I said that I think it takes lambda function with 2 args and returns true/false. He googled and it was not the case for this language. Oh well, I never met a developer who is not using Google nor StackOverflow every day.Another thing is that the interviewer was going on silent and when I had a question he probably was somewhere else and did not answer several times..Finally at the end he asked if I have questions. I actually wanted to learn more about Amazon. However, he answered first 2 questions in short sentences and then pretty much let me know he does not want to talk any more.Summary: I agree that developers should be tested on algorithm implementation. However, if real IDE is not used then it needs to be in a pseudo language because in nowadays it is pointless to remember all syntax sugar of each language, - IDE does it for you, the same way as we do not code in assembly any more.",Negative Experience
Amazon,There were three rounds in total. First two were coding challenges which were easy. It also included some quantitative questions and some English questions. Third was a telephonic interview which was also easy.,Negative Experience
Amazon,"I've applied for a position in Amazon Fulfillment. They contacted me in a week and we arranged a phone interview. They did three technical interviews in total. The engineers who did the interviews were very kind and professional. However, after the last interview, which went fine in my opinion, I just lost contact. No feedback, no ""You did good"", not even ""Thank you, we are not interested in you right now"". After a month, I sent an e-mail requesting a feedback. They said that they will contact me in a couple of days, but they didn't.Overall, it was a waste of time.",Negative Experience
Amazon,"They asked me quite technical questions and common soft skill questions:- OO programming, data structures, hashmap and queues, computational complexity, algorithms, how to find a not available value in a unordered list;- Where do you see yourself in five years? what is your job? how do you test your code?",Negative Experience
Amazon,"I got an Online Assessment for the first round, it includes 20 mins for debugging and 35 mins for reasoning question. Debugging session contains 7 simple questions. With the 2nd part, you have to practice in GMAT and GRE math session, and you have to pass 24/24 questions. With me, I think this is an unfair way to choose the candidate for the next round. You have to pass this round before moving on the coding round, so I recommend practicing GRE and GMAT a lot.",Negative Experience
Amazon,"Code test online followed in-person 4-hour session. Recruiter gave me only a week timeframe before flying up to interview, and was sat in a room with lots of whiteboards. Interviewers gave no indication of the culture of the company, looked tired and unhappy, and had really no idea what I would be working on. Lots of white board coding sessions with no feedback. No interview feedback after the interview. Happy to not receive an offer.",Negative Experience
Amazon,I was contacted by HR recruiter from Amazon. After first screening phone call with HR I had 45 minutes phone interview. The interview included shared dashboard where I had to write code. I hadn't prepared to the phone interview and it was my big mistake. Two main findings for myself from this experience: practice coding using paper/whiteboard/notepad and refresh you memory about algorithms and data structures before interview.,Negative Experience
Amazon,"I got a referral and applied online, didn't hear for a month. Had to email to get responses even those were just automated. Then finally cold emailed, got a response and was sent an assessment. The first assessment had a large portion that was literally an IQ test, I think that speaks to the type of company they are. Though throughout the assessment I did not feel time pressured which is definitely a plus. The first assessment only allowed C, C++ and Java though. I also didn't like that throughout the whole process I did not speak to a single person, it was all automated emails & acceptances. Then after not hearing back after the second assessment, I pinged them and they said they are done hiring for the season...",Negative Experience
Amazon,"Amazon.com saw my profile on linkedin, so I was contacted by them for an interview request. I accepted the interview request. I was given a specific date and time for interview. They interviewed me and after five days, I got their decision. I was declined.",Negative Experience
Amazon,"Amazon flew me over to interview and paid a very nice hotel. The people who interviewed me were very friendly but in a very corporate way. You could tell they were instructed to be smiley. Also, I found it a bit ridiculous that when I got the chance to ask questions about whether they felt challenged and stimulated by their job they said yes, or simply nodded in one case, with such an unconvincing facial expression (like ""I have to say yes, but I absolutely do not mean it"").I was given a document a few days before stating what I had to prepare for the interview. The document stressed that the most important thing was to prepare on algorithms and data structures and it stated clearly that no specific knowledge of databases was assumed. Well, guess what, half of the interviewers asked me about databases, so overall it did not go well...I spent several days preparing for the interview and took the time (and vacation) to go through the process. I think they should stick to what they write on their own documents. But the thing that was most annoying is that when they communicated me I was not being made an offer they sent me a copy and paste email they sent to all candidates, without even addressing me by my first name. I thought it was incredibly rude, after all the time I spent to prepare and go to the interview, that they don't take a second to make a message they send you personal. This is so below standard for most US hi tech companies out there.I'll never interview for amazon again. I heard and read bad things about the bad atmosphere, excessive and boring work, etc. but you always have to judge first hand right? Well, my first hand opinion is BAD. Ah, I forgot to mention, one of the guys had an incomprehensible accent, just to make matters worse. I am very much in favor of multiculturalism and diversity, but if someone speaks bad English, how about not making them interview people who end up not understanding them?",Negative Experience
Amazon,"I was contacted by a recruiter. After a brief call with recruiter I was asked to give an online coding test. After the test I got an invite for onsite interviews where I had 4 interviews.The level for technical questions was easy. I didn't take more than 20-30 min in discussing all trade-offs, finding optimal solutions and writing code. But the other 30-40 min in each interview were focused on behavioral questions. In the end I got sick of it. Their questions started like ""tell me an instance when you were the on-call engineer and ..."", well I have never been on-call as I don't work on a service product. Instance when you went ahead of you team scope, instance when you worked under pressure, instance when you worked in tight deadline, something that proved difficult to implement. I was not prepared to think of all the examples. I felt they don't care much about your technical knowledge, just your leadership attitude, something that can be easily faked with some preparation.",Negative Experience
Amazon,"An automated recruiter emailed me, and they first asked me to complete an impersonal and SAT like logic test. Once I finished an automated response told me I would not move forward in the process.A few months later I got an e-mail from a recruiter who said they reviewed my resume and would like to talk about a potential job at Amazon as it looked like I could fit a position. Quote: ""Â I was reviewing profiles with my hiringÂ managerÂ and your background/experience aligns closely with what we look for in our Software engineering roles.Â Â ""Â I replied with dates to schedule a call.They then responded with ""Before scheduling the call I wanted to confirm your total years of experience in Software engineering, as we are looking for candidates with 5+ years of relevant experience.""... I'm sorry but didn't you review my resume recruiter guy? I'm a recent gradute with less than 3 years experience...Their recruiting process is a joke.",Negative Experience
Amazon,"Did very well on all parts of the interview. Completed code and tested. The guy even said he wanted to work with me. They never emailed me and I just saw reviewed, not accepted. I take it they do this a lot",Negative Experience
Amazon,"I applied to Amazon numerous times before. Usually they used to turn me down with a Hackerrank or similar test, I'm not very good at those. This time I had a somewhat classic interview, starting with a recruiter calling me, followed by a technical phone screen. Both went quite well, so after weeks of delay, I was invited to an on-site round. This was the point where the awkward things started out.I was very busy that time, and also it turned out my travel documents were expired. The recruiter was pushing me aggressively to travel to London the next Friday, since they had a hiring event there that time. I just refused to go, I explained her even if I had free time for that, I had had to renew my passport anyways. I had to submit a scan of my expired passport to the recruiter to make her believe my story (yes, she explicitly asked for it). So we scheduled the interview for a week later finally.The next week I flew out to London. I asked my recruiter if I can expense the taxi or uber from and to the airport. She referred to their principle of frugality, and advised to use public transport. I was wondering what can I expect from this company at that point. Anyways I arrived to the hotel.The interview day was quite good. I had 5-6 interviews. At Amazon each interview is partly technical and partly managerial. The technical part is quite standard (whiteboard coding). The managerial part can be quite annoying after the 3rd round. Basically they test you against their so-called leadership principles, ask you to tell about certain situations you had on the job before, or decisions you made or would make. These leadership principles are some kind of religious Amazon mantra they keep repeating during the interviews, if you ask me it's a bit scary. Anyways my overall experience regarding the on-site interviews were quite good. I met really smart and competent engineers, as well as managers, so even though there were some red flags, I still considered Amazon a possibility.The next week the recruiter let me know that the feedback was very positive on my interviews and they'd like to find me a team, because the team I was originally interviewing to was already full. After some additional introductory phone calls, I picked a team working on cutting edge AI stuff in Cambridge. Everyone I spoke to in the Cambridge office was extremely nice, but still, I was worried, because the overall engineer feedback on Amazon is at least very mixed. I asked them to wait with the offer because I was also interviewing with other major companies.Their offer was reasonable, but nothing extraordinary. I decided to sign with an other top company for significantly better salary, perks, and location, but a bit less interesting project. I really loved the team at Amazon Cambridge, so I wrote the recruiter a rather long feedback explaining my decision, and suggesting to keep in touch. The most disappointing thing in the entire process was that I got absolutely no answer, farewell notes, or anything for that. I never heard back from them. These little negative things will keep me far away from Amazon anyways.",Negative Experience
Amazon,"First round was a logic test, work simulation, and coding challenge. None of the questions were actually hard, and I didn't feel burnt out by the end, but the online proctors make you pan over the room you're sitting in and take control of your screen to disable screen shots (they forgot to re-enable it when I was done). I was working out details of the coding challenge by hand and the proctor called me out for not staring at the screen the whole time - very uncomfortable. Didn't make me want to work there.",Negative Experience
Amazon,"I did an onsite interview process where Amazon came to Buenos Aires to recruit people for AWS Dublin. First there was a call to the recruiter, then an engineer, and then the on site process which consisted of five interviews in a row.I spent from 8 to 12 doing interviews nonstop, they did not offer either breakfast or lunch or snacks. Even though I think I did well, I never got an email from them, even to say thank you for participating.At this point I'm happy because I felt the interviewers sounded like robots, they had this script of how one should frame answers and if I didnt frame it like they wanted, it's like they didnt understand me. The difficulty of technica/algorithmicall questions was ok, and the more open ended questions it was more like you had to say what the guy wanted to hear.It's very strange because they are coming to my country to get software engineers, then they revert the situation as if you are the one ""really wanting to work at amazon"". I read so many things online about employees being mistreated at amazon and now I think they must be true.",Negative Experience
Amazon,"I did the on campus interview. First the interview asked me questions about why Amazon, what are you interested in. And then he ask me basic questions about object oriented language and easy data structure question. Then he give me two technical questions.",Negative Experience
Amazon,"They connected me via linkedin, overall interview process took about 2 months. There was two screen interview with Indian employers who hardly spoke English. Voice from the phone was too bad and interviewer was surly. I was very surprised with such kind of bad experience form such a famous company.",Negative Experience
Amazon,"Got contacted by a recruiter for a Software Engineer position for Amazon Prime, we exchanged information including the fact that I am based in Europe and I do not have an H1B visa, then I passed the first phone interview and immediately he contacted me saying he wants me to fly over in Seattle for the final interview when the issue of visa was again raised and he acted surprised when I told him I don't have one. After that he went silent for two weeks and sent me an email saying that ""the team decided to move forward with other candidates"".",Negative Experience
Amazon,"I was contacted by Amazon recruiter, she asked me to send over my CV as they were having an event in Berlin.She sent me a link to an online test, i'd say the test was average , 2 problems to solve in 1 hour then a survey to check the personality for 15 mins.I passed the test then i got a call from the recruiter, it was a phone interview for about ( 30 mins ), she asked general data structure and algorithms questions .After that i was asked to select a time slot at the hiring event, the hiring event lasted for 4 days and i had to select one day to have ( 4 hours ) interviews.The recruiter sent me over a punch of materials to prepare my self for the interview.At the hiring event, i was interviewed by ( 4 ) Amazon employees, they were mostly really experienced employees brought from Seattle to Berlin just for the hiring event. The interview topics were mainly about :Â 1- System designÂ 2- OOPÂ 3- AlgorithmsÂ 4- Data Structureseach interview consisted of 2 parts ( personal experience - technical questions ).the interviews were above average and i can say even difficult.After a couple of days i got an email from the recruiter saying ( Congratulations offer extended )so i passed the interviews and i was waiting for the offer, she asked me for free time slot to make a call with me and give the offer, i gave her ""a lot of time slots"", nevertheless she kept stalling me for ""3 weeks""!! pretending that she must arrange a free time with another recruiter in Berlin in order to make the call.Lastly i sent her an email informing her that i'll be on vacation for 2 weeks and i'd be unavailable during it. So she scheduled a call with me the day before my vacation.Then she called me at 21:30 and said : ""We are sorry we can't offer you a position currently since we are doing restructuring and we are in hiring freeze !!!!!!!!"" , i asked about the timeline for this restructuring then she said ""maybe more than a year !!!!!!!"".I was totally shocked, Amazon has just wasted 3 months of my life between preparing, tests, interviews and waiting for phone calls.I sent an email to my recruiter and to the recruiting manager in Berlin asking for the real reason behind this, since it makes no sense that Amazon would make such a huge hiring event and bring tens of people from Seattle just to stop the process after 10 days ?? But of course no one replied to my questions.As of my opinion i think the real reason was my nationality, the recruiter didn't notice that i'm from an embargoed country till she wanted to write an offer.But anyway regardless of the reason, this was the most unprofessional thing i've ever encountered till now.",Negative Experience
Amazon,"Started with the standard 2 online rounds. Didn't ace the technical questions on the second round but made it to the onsites anyway.At no point in the process did I actually get to speak with the recruiter. All communication was seemingly through computer-generated emails and your responses seem to go into some digital black hole. My onsite interview was delayed twice after the spot I asked for ""filled up"" despite answering the email within 5 minutes. When my interview finally scheduled I had to send many urgent emails because I was not contacted in order to schedule flights until 2 days before my interview.I had the ""group"" interview in Seattle. The group portion only lasts a few minutes, the rest of the time you're coding on your own. An engineer speaks to you for about 15 minutes at the end. I could hardly understand the engineer I was paired with, he had a very think accent and was very quite so that made communication difficult. Finally, getting my results took OVER A MONTH which is, frankly, unacceptable. I've interviewed at many companies large and small and no one has ever taken anything close to that amount of time.My interview experience gave the impression that Amazon doesn't really care about you as an individual, you're just a part in their machine. The entire process was shockingly impersonal.",Negative Experience
Amazon,I set up an initial phone screen with an Amazon recruiter and never received the call. I emailed them after 15 minutes of waiting to verify the phone screen was still slotted to happen. It's been two days and they still have not responded to my email.,Negative Experience
Amazon,"Applied online for a software engineer position for new college graduates. Emailed a few recruiters using Linkedin to get my resume noticed. Received an email to setup a time and date for a phone interview. Phone interview was 45 minutes long, all technical. I will admit that this was my first technical phone interview, so my nerves got the best of me and I didn't answer the questions well. I was expecting conceptual questions instead I got coding questions. My interviewer was talking on a speakerphone and I had some trouble hearing/understanding him which didn't help.First question was something like, ""Write a function that takes an integer and prints out the digits separated by commas. Example input 345, print out 3,4,5 ""Second question was basically write the merge sort function and apply it to two arrays.Like I said before, this was my first technical phone interview so I was trying to figure out how to answer the questions over the phone. I described the method I would use to solve each problem, but he wanted me to tell him the actual code. Didn't go so well, and I didn't get an offer.",Negative Experience
Amazon,"For entry level software engineer they make you take an online simulation and coding interview. Neither were difficult, just place the customer first. After this they scheduled a final interview but cancelled the day before. Very unprofessional. Sad.",Negative Experience
Apple,"The interview process was simple. Started with phone interview, then on-site. The hiring manager himself did the phone screen. He asked a lot of knowledge base questions. No coding questions.",Negative Experience
Apple,"I was phone interviewed by two different groups. The questions are very general and not difficult, but their recruiters suck. They never replied your email and telling you the results. Also the engineers are arrogant and they do not respect others.",Negative Experience
Apple,"One initial call with the recruiter, two technical phone screens, a 5-hour onsite, and then both of the recruiters I was working with ghosted on me. It's been over a month since my onsite, I sent two follow-up emails to both recruiters and I've heard absolutely nothing from either of them. I knew this was a strong possibility based on the other Glassdoor reviews so I'm not surprised, but still-- what a waste of PTO.",Negative Experience
Apple,"1 contact phone call, 1 phone interview, just general questions, almost nothing job-specific was asked. Interview was very easy and I really couldn't understand why / how they can employ anybody with knowing basically nothing about their skills",Negative Experience
Apple,"Was contacted by a recruiter for a position in Siri Search team based out of San Francisco. They wanted me to complete a coding challenge, which was pretty doable, followed by which I was supposed to have an onsite interview. The recruiter gave me a couple dates, one of which I confirmed, and she never got back to me before that date. A couple of days later past this date, she mailed me asking if I could make it onsite for the other date given to me initially ( I could not do the interview on that particular day because I had midterms at school). She then told that she will help schedule an interview after a week or so. Never got back.Please do not waste candidateâ€™s time and energy, and give false hopes of opportunities ( considering I was graduating in a couple months). It is unfair to candidates.",Negative Experience
